,SampleID,CPB2+Proteomics,C1QA+Proteomics,ATP11B+Proteomics,VTN+Proteomics,C8G+Proteomics,MMRN1+Proteomics,MBL2+Proteomics,SERPINA3+Proteomics,CD44+Proteomics,C9+Proteomics,APOC4+Proteomics,HPX+Proteomics,PFN1+Proteomics,RBP4+Proteomics,C1QB+Proteomics,SERPINF1+Proteomics,C5+Proteomics,SERPINA5+Proteomics,NPHP3+Proteomics,APOC1+Proteomics,MGP+Proteomics,F9+Proteomics,ACTBL2+Proteomics,AMBP+Proteomics,TFRC+Proteomics,CFH+Proteomics,IGFALS+Proteomics,APOC2+Proteomics,CPN2+Proteomics,PROS1+Proteomics,C4BPA+Proteomics,ILK+Proteomics,SERPINC1+Proteomics,A1BG+Proteomics,C8A+Proteomics,FGG+Proteomics,GPLD1+Proteomics,INPP5E+Proteomics,ITIH1+Proteomics,ENO1+Proteomics,ECM1+Proteomics,KNG1+Proteomics,ITGA2B+Proteomics,JCHAIN+Proteomics,C1RL+Proteomics,HPR+Proteomics,PRDX2+Proteomics,F2+Proteomics,SH3GL3+Proteomics,PF4+Proteomics,C6+Proteomics,SERPING1+Proteomics,RBFA+Proteomics,C2+Proteomics,ITIH2+Proteomics,FGB+Proteomics,APCS+Proteomics,PLG+Proteomics,IGHM_1+Proteomics,CFI+Proteomics,IGKV3-11+Proteomics,HBB+Proteomics,IGHV4-34+Proteomics,SERPINF2+Proteomics,ITIH4+Proteomics,F10+Proteomics,IGKV3-15+Proteomics,KIF14+Proteomics,CFB+Proteomics,TTN+Proteomics,ATRN.1+Proteomics,APOE+Proteomics,HBD+Proteomics,CLU.1+Proteomics,RYR2+Proteomics,IGLV1-47+Proteomics,PON3+Proteomics,SAA2+Proteomics,C1S+Proteomics,IGHV3-23+Proteomics,THBS1+Proteomics,ALB+Proteomics,TNNT3+Proteomics,INPP5E+Proteomics,CTTNBP2+Proteomics,ABCF1+Proteomics,SERPINA10+Proteomics,CAND1+Proteomics
88,ZTXWLP3-E11,830294.7209,2239029.336,202925.9722,17186602.01,1289439.81,45605.30392,7956.582275,19925795.69,31734.00526,1766410.228,191547.942,83415896.08,415208.9453,3601820.864,1492959.915,2075060.544,4307430.237,364032.0632,17905.29913,2833280.485,12025.19776,600557.9758,997183.8554,11378002.76,54270.59103,14504799.32,1869830.416,2758680.599,1714360.4,2062999.442,12670296.94,196517.0552,15832700.35,19029205.6,1862049.507,192977044.3,1042589.641,12787.99974,6986531.649,1054039.864,727939.9917,8858598.252,174543.9711,3774429.058,227014.04,8560098.696,11579.29662,13683196.89,345774.0321,671554.0528,1701359.988,16470397.07,281176.0133,2022150.578,16570904.31,163840979.0,331893.0745,14392102.19,12831895.84,1912910.573,3387069.126,2373280.182,65315.28371,3983850.283,6495238.182,858772.8168,1667290.427,9925.967393,8311042.368,44147.09845,65367.27792,8056841.816,60883.89345,1534190.285,300729.944,581956.18,714491.8354,41327.68695,1566349.797,556592.1361,288515.0397,1585930057.0,13295.30267,12787.99974,4955.301074,222687.0288,130550.0061,291458.914
89,ZTXWLP3-E12,882114.8628,2303760.004,217517.9599,20427396.41,1198120.016,321319.943,15056.1992,20787299.32,35782.70917,1961780.229,200828.988,97410908.17,2739.050215,3762051.062,1625889.747,2121380.527,4340280.944,378879.0912,5302.209649,3655739.905,10183.69856,451759.9966,10548.4607,12211296.1,63035.41583,16230105.03,2187450.591,3126801.057,1817060.469,2114700.615,13986803.93,83837.08877,17379798.26,22030196.08,2024119.45,254869942.2,1018309.724,16622.89454,7424868.272,1307099.92,995870.0684,9487450.351,26428.50139,3225179.441,265149.0401,2626840.185,305044.0362,16207396.23,331433.981,534950.9165,1857439.771,14872800.58,319213.9113,2199100.337,17740397.5,225732984.2,296383.9914,17008705.4,14093601.58,2209770.327,3721490.184,18273200.45,63097.8838,3603678.807,7052982.356,1142479.62,2078879.924,13498.49552,9213577.422,64036.2853,62480.48362,8448489.528,401559.9884,1583919.957,296694.9818,650523.2072,741402.7804,37281.38922,1690750.09,866338.9165,167377.0268,1274640270.0,7342.221892,16622.89454,6341.252022,196735.9387,145877.0091,375978.0727
90,ZTXWLP3-E13,436881.0489,2130620.18,194202.0629,13830902.85,1256349.998,56248.61683,33408.00008,20043498.35,27852.8049,1749739.84,170776.0338,86989202.36,6545.059834,2283869.837,1353159.995,1679070.062,3309098.946,296838.974,20758.89456,2985969.503,6903.039384,279466.9203,19189.08548,10977399.57,29617.80285,13504098.53,1510959.961,3751790.918,1211290.103,1708590.221,13814203.06,46762.19401,12388197.91,15528799.86,1252940.088,127012038.1,769898.1082,210224.0209,5402650.778,859676.8909,553480.8975,8187962.135,27965.19946,2475749.642,179665.017,6813860.591,30442.19994,12363501.03,226446.0738,254431.0116,1274590.162,11348702.28,262576.9953,1831120.116,13377600.21,131957032.6,322787.011,10889399.03,10880096.37,1505010.373,3049879.896,2782270.001,57364.19855,3490700.139,5901989.813,419075.8906,1204240.406,95309.80377,6721500.948,730985.8733,10755.38531,6495202.165,62106.98874,1046500.086,149932.0203,592489.0641,517861.9376,31106.70578,1232119.709,489815.8726,45280.89959,1821039412.0,29556.70858,210224.0209,2507709.845,151237.9842,37886.80863,977176.7416
91,ZTXWLP3-E14,781305.9091,2057079.329,186692.9599,17653794.83,1402160.434,44305.40225,14868.99997,17669599.45,32775.70063,1744190.272,196479.0548,90078408.35,627.792072,3593419.658,1439479.687,1977110.398,3905589.795,264493.9139,20922.09935,3226120.734,10759.80268,618077.8334,4956.208187,10599199.69,62771.10564,13723898.26,1993390.6,2526549.474,1611540.483,1985830.422,12054203.58,73768.48569,14749104.22,19484100.58,1818170.418,169988039.5,922609.7416,10580.49864,6654090.236,980516.9197,714899.0453,8340670.877,21333.30695,3368890.252,238979.9404,6750411.407,5850.470756,13871495.51,281275.0381,140991.0443,1608370.11,16129395.12,278545.9859,2062660.568,15945698.94,152290003.1,277580.9432,12051396.52,11804797.84,2127249.761,3190260.94,2514100.689,48176.90186,3774559.872,6170598.519,816102.027,1863239.889,11412.10258,7958857.969,32626.59927,47175.29765,7147221.158,53994.80547,1428449.893,315354.064,569214.1498,710077.0237,38160.19703,1480059.762,685524.1665,46584.81036,1790210389.0,11502.89996,10580.49864,2992.210591,182536.9493,108903.9684,256301.0743
92,ZTXWLP3-E15,754713.7327,1848213.511,195172.4642,17758298.23,1153622.678,39807.70282,14500.24846,19392157.69,30769.85447,1761764.918,201377.0849,89771863.05,95526.93793,3936166.998,1445803.442,2024508.122,3520868.708,387820.6236,21774.1684,2521848.189,9337.819589,429899.5278,51144.09293,11002591.24,70891.25254,14173178.5,1998962.532,2868112.136,1665968.856,1944583.831,11797681.25,91188.86194,15967664.75,19478375.15,1895635.299,154167134.3,973741.9697,15278.54988,6787317.166,1095911.6,693266.2488,7614405.653,8998.714487,3613511.362,252744.4698,7608760.39,29633.69425,14020359.44,281721.4719,382552.9705,1660205.041,16028765.71,276827.9333,2030565.311,15769132.93,133051543.0,295350.8012,13560715.83,11651400.16,1943546.238,3121850.456,1617977.371,57718.65256,4143705.381,6011443.377,876102.4132,1386561.33,14764.65474,8301784.201,40205.91103,57916.22702,7637875.643,40065.42056,1237768.43,297489.6602,502042.5091,610562.7293,40411.82823,1598890.823,586292.0627,179237.1293,1729886215.0,24724.84953,15278.54988,5838.532169,190896.351,113411.7034,290721.8541
93,ZTL5S2Y-E11,402971.9797,2274345.496,147806.4805,13482829.91,1055320.661,67449.02649,65840.60627,13295917.5,11599.21861,1248202.002,76729.30145,80299073.16,1186.971846,2267938.361,1341002.039,1896423.835,2713982.524,262791.6663,13484.17841,4333225.844,9711.106683,228914.6073,3429.154064,10098726.24,60559.26184,9926405.774,1007117.094,2528289.085,952110.834,1220363.918,8494396.374,55551.18244,11446871.35,10321934.18,1086299.133,113946391.8,799301.3498,202966.2043,3961293.042,687709.6194,689360.9253,8124513.525,28485.10295,3256317.63,187098.6988,6433890.714,25619.06139,9461385.285,227230.9776,280287.9118,1065677.885,7500472.23,202621.8174,1285154.163,11247803.81,95930085.03,333022.4705,9833134.869,10281518.36,1221523.341,2204744.43,1993483.177,107872.6795,3019754.844,4180053.568,351435.4011,471860.2118,60907.82641,7371107.663,692209.8762,5737.010548,5624174.786,34062.10561,876327.1312,90996.28331,423819.3701,284543.5596,2147.443357,1276976.018,124892.7322,125007.0556,1850605195.0,29392.28703,202966.2043,1959372.138,204387.8626,57497.83444,1854861.454
94,ZTL5S2Y-E12,870159.2918,2440189.909,148232.9862,17010096.62,1281349.849,29744.49368,15588.90529,11486102.46,32771.40713,1379600.379,90705.4741,73802379.71,87539.22554,3717290.484,1590350.139,2069490.22,3084910.065,342544.9997,15613.49616,3394639.636,17841.80555,375220.9875,229526.9448,8953938.634,68227.89094,10698098.08,1290309.743,1567309.859,1343390.22,1543170.458,10032800.28,67975.01763,12449599.53,14222601.09,1359890.445,321752919.9,1108329.946,7595.967408,5132648.383,649359.1029,2815539.577,8521712.802,40017.29417,4511278.745,236434.0018,4152759.81,8429.690806,11989299.23,204815.021,276850.9602,1645440.012,9804060.797,206849.9381,1579409.672,12627003.68,300154904.3,202860.0146,15602598.68,12939898.81,1679050.277,2513830.594,1633110.523,58853.19021,3531669.724,5117369.584,1063500.293,1950450.562,9995.149676,8860557.228,89422.11201,42319.41312,6213488.277,37896.71037,1107680.209,206967.9714,379564.884,395487.8917,17584.89614,1505789.841,1142139.943,123593.042,1510400499.0,11293.79712,7595.967408,5670.91965,146158.9855,148634.0366,223147.0177
95,ZTL5S2Y-E13,696992.207,2535500.275,178194.9591,19578297.77,1397720.049,147849.0041,16256.39791,15634903.73,31733.69732,1375589.902,102530.0302,103670989.7,12034.70635,5291961.004,1638480.418,2184730.659,3395830.455,424346.1316,10195.50065,2428530.206,12350.20184,372010.0316,12895.99974,11860101.33,100514.98,13810000.16,1511500.473,2134830.356,1527009.916,1549139.893,10954102.88,106423.9994,15383399.32,16466299.09,1675440.474,168121034.7,1051920.321,13501.30275,6100520.885,1183879.652,679007.0367,9117861.094,23628.39476,5171358.89,281550.0731,3675079.428,42452.50308,13331603.69,285828.0544,316564.0714,1635470.153,12105799.28,239729.0138,1819210.43,14380604.64,142207961.9,238025.0687,12309902.51,14054404.59,1897590.156,3029060.578,8233731.655,87095.82842,4280280.757,5565199.596,763399.1211,1756499.822,12631.40063,10031200.94,43978.41532,67146.10062,7414551.514,182433.9871,1242290.375,240245.0199,516796.9392,409458.0142,2478.883456,1758469.644,803841.7586,199463.0514,1542960518.0,7949.040428,13501.30275,123855.1019,183627.0409,101494.9908,540583.1432
96,ZTL5S2Y-E14,659676.872,2518337.132,163314.1194,16498253.8,1434513.386,64650.32491,12035.92999,14339188.06,29445.10097,1310113.162,72737.91743,89509656.74,4656.590864,4524823.226,1401742.578,2217403.669,3519014.432,220324.4381,21119.32891,2612373.956,13269.5332,317133.3335,7986.012861,8750172.332,99247.97182,12444198.7,1406219.135,1644901.769,1392976.994,1809487.863,11627680.5,84883.70454,12605674.68,13309656.48,1640165.539,176538793.2,1044318.249,3549.173242,4952755.598,950706.1714,862455.2043,9770019.426,3454.860337,5024191.417,258332.5662,5286677.9,14198.58952,10958978.55,295875.3537,72356.24905,1444471.191,11005108.25,175707.957,1789915.438,13663843.31,140398278.0,292896.2101,12855567.83,11223272.0,1534141.368,2882901.271,2701126.92,99765.95767,3753773.055,4822935.214,844161.7881,970823.8327,7792.605141,8938058.149,8332.228955,66601.17456,6826998.48,75624.18138,1281542.595,231724.3295,554604.5781,359392.3065,11207.37559,1801078.96,307164.082,26715.32597,1650138532.0,3958.103282,3549.173242,12379.11022,211043.3727,99240.40483,397374.5632
97,ZTL5S2Y-E15,469641.3787,2171800.269,154986.1745,15290582.16,1115199.199,78528.5697,13616.98798,15434977.03,24604.08083,1402568.693,53885.519,96858142.49,913066.2392,3881169.474,1209760.475,1795345.406,2591704.852,274371.2897,12861.93426,2936182.069,8753.595477,249156.0361,2439746.8,10385735.12,47868.8657,11262704.77,1231427.277,2026726.522,1218918.3,1256840.374,9712693.466,270854.7751,12120366.6,12122215.0,1207506.898,149576677.3,805352.0207,80795.64997,5258354.587,975687.7571,581685.5741,8524773.074,347884.7712,4063552.21,198578.513,4842229.407,13569.87678,11106031.06,209031.3783,1699065.453,1292416.819,11235102.88,204230.6684,1281542.595,11760939.7,135600757.8,165604.2302,10658122.62,13904706.92,1576605.192,2545715.911,3266784.824,85228.59919,3710211.502,4853654.549,812782.6046,1395837.92,25038.49105,8178302.524,329964.2046,53068.93587,5923342.182,59435.2005,967283.9935,183221.5915,447630.8679,322363.751,10321.96277,1340518.78,640700.2376,977054.8303,1819203766.0,15747.7708,80795.64997,1172.709531,131290.2267,74907.36744,1085621.675
98,ZTJ7L7Z-E11,809779.7271,3564479.517,498239.5428,46545552.93,3396929.862,120050.343,7230.824271,32724549.6,17938.10662,5113004.978,610689.7055,147953645.2,9096.922389,5760848.95,2417274.7,4538140.989,7726320.0,585224.2393,78205.36709,19465283.22,14822.38517,1155911.889,9690.036717,19913452.02,280352.0318,32215016.55,2607742.522,17902652.24,2362315.129,2911941.617,25583671.79,59880.14108,20008643.14,31632406.93,4174204.931,169253449.9,2289466.461,25042.13594,11461877.13,3067666.035,947883.3492,19599044.7,38419.7364,5587804.053,404303.7334,17259053.35,18526.85013,25092102.06,262975.7056,1537292.221,2905127.397,31489990.8,635406.3578,2775487.952,26085414.1,245408503.7,340940.3912,21792826.68,25318875.58,4846594.665,5795332.477,5037442.376,125683.0003,6133121.07,12244580.4,1815505.664,5090761.335,38421.60058,26816730.15,73399.36696,91153.47272,21745446.56,82923.30515,1717894.489,439267.4277,1155911.889,457011.2012,3493.089412,2663422.737,2128122.843,487979.1564,556057949.4,3153.263462,25042.13594,5424.82168,37854.83606,139182.6639,546143.2935
99,ZTJ7L7Z-E12,859864.6144,3747455.718,445593.9132,42204982.79,3280785.86,166001.8737,6536.289848,32378885.67,28860.52653,4616826.224,568082.1317,139968796.6,17616.93328,5917309.806,2260013.563,4034196.705,7202618.197,583879.0413,79115.34924,21075010.29,14207.64678,1041477.326,8515.485534,18440059.82,266321.6152,30903137.88,2452208.127,17231321.35,2187497.595,2683807.937,24977573.6,51177.07242,16910664.32,30537105.82,3899938.654,227690680.3,2004054.066,23190.39865,11131695.39,2525539.193,808355.2882,18910445.3,10436.99722,5817790.843,422895.0066,16159396.69,28098.58773,23866935.48,264318.8886,1130382.809,2740105.48,29736056.53,538646.7786,2417877.965,23167194.31,225260638.2,346352.1251,20373775.25,22707570.13,4754097.3,5232286.105,8204647.948,93102.35239,5832973.14,11485815.84,1685400.468,4551308.662,26471.6408,24437612.36,43762.2714,82175.45961,19693278.87,121381.5817,1717239.699,362879.2404,1082608.358,390190.736,63550.68256,2436535.818,1998380.675,512548.855,689655194.5,3735.847891,23190.39865,3600.870498,36729.20375,133620.3299,521674.3593
100,ZTJ7L7Z-E13,774878.1832,3718630.573,480058.2677,40561284.37,3278967.11,168214.2033,15358.14706,31440917.88,28534.70445,4659294.206,568992.4564,136799716.5,21612.14129,5299812.906,2262537.071,4167728.881,7281024.333,547511.5979,82364.21263,17321253.47,14674.66552,1011082.998,11178.38086,17856549.58,329941.334,31399973.37,2341497.391,17075091.81,2122230.605,2654594.372,24312080.14,56490.86613,17202918.44,30738640.0,3881196.376,248487837.8,1956684.879,25317.89781,11087724.65,2521586.001,1068236.756,18605811.76,5631.045701,5574496.218,386969.41,15474934.85,34932.92919,24314439.52,245433.0483,1165413.098,2714942.1,28066386.59,556364.1749,2507363.965,23617452.16,246453460.9,301287.2299,20798988.03,21456181.34,4843941.463,5395106.469,10729280.52,87300.96617,5263715.194,11032680.39,1615041.717,4125364.029,31026.64323,24631480.34,52754.99213,79901.77875,19402376.02,158135.3081,1738377.529,371458.1102,1019881.426,423511.0246,65862.97231,2408978.355,1918038.169,474724.1769,664360012.5,7785.05391,25317.89781,1646.891733,29627.10417,138885.8407,472426.3798
101,ZTJ7L7Z-E14,800893.0085,4217334.431,511863.6389,42901655.97,3443036.394,21425.04759,3996.421437,32096218.57,36792.14071,4466768.329,573192.4177,124438701.1,19172.7545,4985856.742,1898278.187,4094625.283,7029740.485,563169.6259,129158.2255,15179700.6,14793.44052,913028.2666,7223.500129,15015612.61,317751.6299,30009168.31,2287166.558,18409409.3,2060352.851,2457772.585,22069031.77,58253.6166,17625000.96,28200159.76,3277035.793,217629667.7,2211846.75,21738.1267,10800614.04,2185951.558,731800.0557,16432287.58,21221.51451,5656271.734,408478.3246,13000556.1,9896.207259,23805143.67,263335.0442,1044890.26,2577676.884,31139663.1,500496.3423,2383995.365,23451225.82,220589671.3,132846.4362,18772142.74,22861868.75,4046294.791,5931271.578,5714199.598,96655.88803,5491428.274,10269695.0,1653979.589,4861364.907,31455.39809,22985966.61,70142.92633,66970.58733,17854198.07,61042.228,1684793.097,535456.5553,1186277.417,396582.09,80687.63591,2167634.374,1821694.996,320816.7629,773534287.1,5655.112463,21738.1267,10519.93374,12287.9787,144828.9011,195003.4334
102,ZTJ7L7Z-E15,611163.9831,3917685.075,453882.708,42075001.87,3022162.909,9967.790488,12460.77659,30792592.49,34767.94074,4528996.519,556271.6284,132819340.6,76105.33658,5311065.9,2242054.629,4015477.152,7260714.023,502749.4247,71709.17006,18015682.85,14830.70953,1081858.211,21527.30351,16817384.34,338055.3609,29727400.97,2271793.07,16373052.74,1881406.287,2687288.905,23109136.23,63156.78009,17709252.72,26174706.06,3308899.401,220000261.9,2059910.178,19066.33593,10559806.04,2212812.836,834857.2439,17815504.47,15922.47809,5508049.141,405611.7724,17618649.41,15956.42683,23004615.38,254874.9391,913541.0295,2619064.212,28071445.12,541157.8692,2405541.07,22899614.88,218223314.0,304942.9845,19919526.25,23000629.33,4298792.371,4595275.732,3782582.191,80819.17477,5678230.564,10682825.94,1477073.309,3919015.912,25748.66475,23077442.28,67225.45527,78940.60743,18103182.42,62396.17623,1920446.043,439136.5221,1122037.918,410152.2451,62611.06409,2252163.288,1751974.08,316031.7544,760814763.0,4543.064271,19066.33593,3400.638653,22726.53311,147197.1283,431224.6131
103,ZS78KHV-E11,576903.3039,2249245.959,203786.6474,13917627.85,1521127.866,84410.21626,113297.7747,17454552.09,23488.71224,1763732.087,165273.9702,82909265.33,1340927.68,2292944.493,1376458.803,1909468.911,3663496.991,324740.9961,11183.93298,7796580.063,7843.489912,337138.0649,4785074.646,11279110.8,72992.97489,13039904.79,1642668.574,5220440.082,1160640.704,1680734.017,14981513.05,366542.2559,15746086.8,11277625.46,1530583.159,165925456.2,922225.4796,220281.6814,5615916.288,1326920.034,984376.0284,9464861.734,606067.9388,3447645.481,228895.5675,6512183.853,40914.08592,13781981.59,170530.4683,2571181.459,1201912.133,10582227.48,228410.5875,1438336.695,15547184.45,161040688.0,578681.501,13857272.63,16650244.19,1367775.479,4076275.132,3129888.864,136249.3668,3831001.075,6117327.143,411402.2048,1216006.913,67732.00112,9105520.135,974268.5703,13571.47588,10439794.66,82703.45615,1147569.421,94603.76631,439441.0139,247352.6791,2987.473451,1345116.781,377812.262,1327849.308,1611994863.0,26380.7873,220281.6814,1914730.613,169300.8863,21693.27123,951088.4562
104,ZS78KHV-E12,645058.2862,2270722.535,220324.4381,17804394.04,1645540.382,8480.19097,27070.98947,18190602.6,22251.73178,1924336.943,143408.3995,101297968.4,6231.975972,3904834.574,1586086.475,1945514.093,4199161.952,419834.1509,14141.7202,6377678.755,5854.661316,373798.175,4426.910634,9521054.918,87159.48188,15433907.19,2128432.637,4569421.191,1672668.36,1941728.418,17079116.37,68972.80408,16755599.85,15053963.05,1900555.863,154981417.1,1067148.856,122221.6214,7772191.406,1387676.644,535972.7027,11832979.1,25552.55619,5025201.445,246946.6719,7100946.96,9506.970708,16418170.06,190914.8766,170232.8575,1710053.464,17165874.26,297784.6782,1580829.123,16957380.61,153632691.6,268676.3855,15676063.65,19815691.81,1988583.898,5169595.61,4893516.047,110363.9904,4409916.78,7413893.703,539603.4325,2708964.393,38327.97083,12014222.9,320305.7119,67175.61482,11942404.46,125903.5992,1346320.068,228228.5896,457445.3904,330341.7982,24716.47166,1596786.502,1298549.879,50535.16433,1482803213.0,17294.55174,122221.6214,3637.961572,149966.4234,63475.8417,653288.1747
105,ZS78KHV-E13,564459.2865,2762455.895,257075.037,15974196.17,1514762.311,23525.08391,20661.96724,16228091.43,23422.86611,1345284.617,150244.2236,69136776.32,5089.345677,4049521.456,1432049.569,2205753.281,3915187.582,6281.239175,20159.74822,2996340.192,12637.55719,367473.3244,6293.027947,10404468.98,119118.6679,13993659.92,1982418.328,3516697.959,1587835.471,2035864.34,12690538.91,73342.40732,13693519.89,14236784.48,1811797.139,127767883.8,1369729.898,8791.843559,7043738.895,843261.1712,1083576.815,8380878.225,6069.894868,5050273.188,308279.6217,4721356.528,4687.945232,15045617.68,239771.3903,65079.7009,1453812.717,9789881.728,233447.7244,1530668.035,15012490.53,126421798.2,225778.7215,14593069.14,20066977.53,1732951.683,5513855.39,1731954.981,83467.67705,3999920.79,4527615.455,667061.3836,2948255.244,10442.43107,10310278.73,38967.93874,45429.12822,9670975.572,42513.10466,1123368.637,321787.7767,513355.9568,266076.2103,5660.483936,1571488.191,980378.9619,14415.11755,1967736642.0,11667.96007,8791.843559,5997.582138,115020.3813,39656.50733,109280.0104
106,ZS78KHV-E14,569343.5767,2048789.026,192923.5852,12204416.63,1469027.528,70768.51374,102291.0219,15176754.79,25314.73919,1565779.902,155988.4841,68522763.49,10111.02612,2792546.745,1341290.218,1515192.853,3236537.973,341221.7302,5095.310797,5777163.923,6021.261254,276726.2543,1442.059955,10276317.26,85467.00815,11111729.13,1772040.32,4131688.332,1128433.523,1682505.745,13804832.05,47416.77755,13080641.87,10779672.41,1569604.878,113875330.5,996783.0428,249069.7002,5035871.361,933519.0903,553295.2451,8742836.568,34387.58071,3384755.047,228583.2239,5264007.084,3996.91174,11362838.99,183526.644,59228.74924,1188837.419,9724212.569,226955.5118,1379716.092,13878420.03,108123134.5,399936.104,12436696.63,15492750.94,1487275.002,3716904.01,2514447.499,119022.9289,3195543.731,5661998.75,411892.9764,1813254.502,93807.13251,8496045.136,612423.4501,14420.86417,8591567.863,73502.71908,1107549.693,115830.8483,442497.5678,260262.8734,4853.641687,1398481.754,536786.923,13248.63975,1999164442.0,40292.95519,249069.7002,771090.1429,179898.0471,48779.25149,885056.481
107,ZS78KHV-E15,528516.8711,2208690.745,213682.6134,13583670.19,1443110.158,144246.8211,108898.9109,16786172.78,25510.61396,1642395.33,111769.7301,75221409.29,3132.310021,2414863.144,1247933.823,1754927.5,3837379.453,313203.3244,8982.740864,7375042.845,8268.156608,391143.9162,59989.47435,10332671.69,63988.27703,12058524.07,1681444.815,4125392.624,1149352.578,1586273.383,13075656.07,25993.26066,14810120.06,10479307.16,1455304.888,135582900.6,689002.647,170819.127,5705413.425,948310.5102,581588.8157,8946921.949,8337.603304,3315028.861,212458.2735,4773678.58,82705.74921,13205631.89,164049.31,245337.7989,1285840.263,10115820.45,216644.4872,1207389.727,14164143.21,135199071.2,452911.6111,12762344.08,15567457.45,1479676.126,4222219.058,6450323.113,119753.6414,3340007.705,6021368.581,392156.5033,1274252.718,78288.89172,8547967.547,876084.1954,4765.589018,8579606.203,179917.9996,1021678.605,126008.3664,460694.2289,213021.5706,5677.527375,1250063.542,432736.7138,102501.1095,1826519487.0,31140.83482,170819.127,3253384.712,174375.7625,20173.72673,760474.317
108,ZRB0F6P-E11,394908.8024,2858605.292,213884.1427,15973864.0,1129951.955,43918.16025,89294.27122,15581923.49,5674.942266,1702850.087,122526.9855,99367449.53,4685.552875,1702885.497,1383815.332,1771057.965,2831372.236,343335.6165,16645.67784,4935688.789,7323.969156,391721.8289,5166.533439,9151393.428,40165.80025,16628906.89,1269518.51,4480225.756,1298000.942,1499666.214,13055912.88,27778.09417,10148266.67,12895371.5,1568995.735,150927452.1,566254.0743,252569.3414,3888628.546,862664.4626,551717.4171,10878678.66,25735.4609,6734642.811,221867.6806,10252269.7,2076.905703,13915987.96,704524.3282,102413.0474,1109716.71,10354180.23,280503.6465,1225636.724,8367585.751,132115088.4,340999.4768,12776505.83,30220202.67,1749935.116,3758746.008,1745985.322,168628.633,4168653.416,6216021.228,702826.9562,3240690.92,63783.69256,9263525.974,764904.4418,48152.06337,8961755.898,36527.11018,1036220.787,143781.6461,671119.4298,292073.1068,66153.50609,1523016.351,540198.4595,41582.24413,1637173416.0,52575.38904,252569.3414,61880.18974,171838.0498,34054.31518,1738329.331
109,ZRB0F6P-E12,488162.856,2506319.661,162169.0521,13151098.72,1498079.753,94723.31822,97858.53063,14850096.81,29663.29005,1561240.108,131364.9618,87665508.6,9686.850762,1819470.211,1386610.347,1627070.125,3148700.268,236393.0344,25544.49864,4149709.749,8056.508338,444900.1317,2684.008698,7559398.43,61516.8069,13184001.72,1357459.759,3865209.013,1064140.342,1494129.743,11303600.13,39911.08834,10541903.1,11298696.45,1450380.497,122098987.8,637950.0751,198600.9502,3287640.227,943192.6825,739678.0814,8897909.535,25008.79629,5027490.431,224786.9879,8448062.047,34146.19018,10856697.65,560882.0938,461255.9513,1104030.042,10011202.93,285914.0518,1465459.838,8944819.876,108686988.7,336500.0048,10943698.09,21014706.91,2133509.346,3402710.541,3745591.15,159356.0205,3317109.025,5921478.465,670750.1748,1932659.43,85169.42563,8794090.813,709376.0022,11838.29752,7592302.268,113159.0151,1071029.658,136682.9723,559805.8354,342822.9103,65571.71464,1479009.614,518122.9633,215413.9269,1854700383.0,36084.20876,198600.9502,153938.0125,138696.9945,47265.40511,1358259.776
110,ZRB0F6P-E13,447454.0466,2686357.723,208328.4,18854035.32,1449887.97,49608.16594,16838.19647,17497191.07,27852.12919,1818881.344,150694.7886,116443914.2,1746.825765,2475571.178,1728500.991,1933482.13,3832089.963,332847.0832,28823.94133,2506217.166,10665.76629,371592.0214,5243.2698,8754540.335,67231.97918,17240759.57,1527615.465,3999698.993,1396312.086,1780375.349,13456687.65,46565.69853,13523357.09,15248669.16,1775704.392,177081713.8,685026.37,23255.26888,4602894.675,1195456.331,725351.1187,9623498.286,9169.389712,7404136.183,234869.524,13349940.72,9301.450518,14653886.39,638173.8642,39517.66271,1540663.112,14685509.67,351532.8532,1615355.197,9993717.457,164054508.4,273452.3623,13638295.37,27424652.42,2486112.24,4939864.368,2557353.206,174897.4828,4255419.708,7341126.338,1281498.181,3389802.995,19288.58912,11900839.41,61096.83392,56676.38024,9171968.694,48866.22372,1295556.048,276916.2134,593397.7784,496939.2604,93175.30396,1566420.369,1144971.296,9475.523923,1505348109.0,23597.06814,23255.26888,3285.301361,134271.1659,88560.76108,926165.1844
111,ZRB0F6P-E14,529129.0131,2604328.49,181396.8654,13693235.14,1233571.578,261682.8769,115141.6288,15707170.72,29408.79394,1607491.858,101478.8817,88489932.91,19514.57095,1540908.75,1447588.379,1596155.746,3259208.009,360845.0653,15687.95846,4172122.247,9113.818977,263652.8379,9352.855014,7599799.886,49896.4654,13786376.65,1431384.667,4035287.407,1121687.99,1567310.946,12486882.5,43956.53361,8137025.042,11660610.6,1504226.096,131504780.1,539225.7999,188242.1268,3400911.421,916090.1173,735206.502,9438328.798,29756.55725,5441375.654,236652.3955,6794189.373,88559.53337,11309485.79,597438.2164,377733.7063,1134488.064,8810301.743,287214.6872,1506333.724,8523118.736,115726979.6,413867.6618,11524014.14,21589552.44,2197055.677,3624599.091,10807279.01,190590.938,3623217.545,6166583.597,661040.8947,2395457.854,59067.62563,9002410.994,800382.4455,27274.39092,7571774.42,265543.7411,1091310.345,149632.0815,602591.167,358307.8188,58903.67393,1386590.163,547989.9845,180400.0234,1774099772.0,42486.29738,188242.1268,163675.6293,173724.2949,51026.53298,1443750.485
