,SampleID,CPB2+Proteomics,C1QA+Proteomics,ATP11B+Proteomics,VTN+Proteomics,C8G+Proteomics,MMRN1+Proteomics,MBL2+Proteomics,SERPINA3+Proteomics,CD44+Proteomics,C9+Proteomics,APOC4+Proteomics,HPX+Proteomics,PFN1+Proteomics,RBP4+Proteomics,C1QB+Proteomics,SERPINF1+Proteomics,C5+Proteomics,SERPINA5+Proteomics,NPHP3+Proteomics,APOC1+Proteomics,MGP+Proteomics,F9+Proteomics,ACTBL2+Proteomics,AMBP+Proteomics,TFRC+Proteomics,CFH+Proteomics,IGFALS+Proteomics,APOC2+Proteomics,CPN2+Proteomics,PROS1+Proteomics,C4BPA+Proteomics,ILK+Proteomics,SERPINC1+Proteomics,A1BG+Proteomics,C8A+Proteomics,FGG+Proteomics,GPLD1+Proteomics,INPP5E+Proteomics,ITIH1+Proteomics,ENO1+Proteomics,ECM1+Proteomics,KNG1+Proteomics,ITGA2B+Proteomics,JCHAIN+Proteomics,C1RL+Proteomics,HPR+Proteomics,PRDX2+Proteomics,F2+Proteomics,SH3GL3+Proteomics,PF4+Proteomics,C6+Proteomics,SERPING1+Proteomics,RBFA+Proteomics,C2+Proteomics,ITIH2+Proteomics,FGB+Proteomics,APCS+Proteomics,PLG+Proteomics,IGHM_1+Proteomics,CFI+Proteomics,IGKV3-11+Proteomics,HBB+Proteomics,IGHV4-34+Proteomics,SERPINF2+Proteomics,ITIH4+Proteomics,F10+Proteomics,IGKV3-15+Proteomics,KIF14+Proteomics,CFB+Proteomics,TTN+Proteomics,ATRN.1+Proteomics,APOE+Proteomics,HBD+Proteomics,CLU.1+Proteomics,RYR2+Proteomics,IGLV1-47+Proteomics,PON3+Proteomics,SAA2+Proteomics,C1S+Proteomics,IGHV3-23+Proteomics,THBS1+Proteomics,ALB+Proteomics,TNNT3+Proteomics,INPP5E+Proteomics,CTTNBP2+Proteomics,ABCF1+Proteomics,SERPINA10+Proteomics,CAND1+Proteomics
42,ZYHHR4Z-E13,444739.1858,2751315.203,256251.3359,19105173.19,1119551.916,210952.696,41825.75692,18521659.1,14374.99577,2034101.162,144105.9122,81687387.03,7569.943573,3959289.145,1649640.241,1547512.895,4631474.051,41543.62927,31558.91531,2300314.994,7158.343206,345400.3454,6998.070868,9476809.455,73500.68118,15731141.23,1745380.314,1136912.662,1505592.588,1861494.599,12059025.58,68690.83493,14822238.41,14477608.77,1799905.834,141938428.7,1163161.506,5990.110591,5175654.92,736706.2722,1138063.795,9240823.544,12241.7912,4098004.108,237064.4815,10228278.41,118951.9997,10567933.81,420046.6396,315607.0704,1872169.984,5452400.096,317722.9989,1623515.806,11498401.68,113342210.2,314373.4813,13979311.77,12200525.9,1806617.928,3896507.061,8111009.2,101457.0787,4031149.898,5083779.406,749916.2707,2013578.1,9397.165878,12297741.07,33698.10865,60128.02703,8970891.921,195712.9915,1467663.703,251796.7262,468068.4505,383798.6204,53742.65594,2020904.897,700987.8922,126740.6681,1614264679.0,6231.526934,5990.110591,12826.11892,181195.8013,120309.4132,373761.9032
43,ZYHHR4Z-E14,705120.8425,2485230.096,269304.9085,21731599.07,1462799.897,191427.0259,11511.40254,21508595.73,30801.39347,2413790.441,161826.012,99430008.87,1781.162786,3716579.403,1663809.697,1477120.406,4761461.379,287013.0879,23942.0987,2570470.456,8114.632256,398905.9177,19322.09625,9612811.412,89342.80936,16410797.34,2218339.892,1161170.182,1632999.592,1721920.374,12464001.7,86516.99881,17811405.15,16496401.32,1778150.492,97492979.64,1380869.928,13881.59766,6142821.368,1330429.839,794802.0125,12164502.64,31494.40641,4451709.436,276400.9407,8041889.042,230967.9266,12711500.46,454564.0295,290136.0422,2135229.926,17832702.25,402357.1097,2062470.423,14064695.67,91388417.82,237662.0457,13863402.05,16601600.53,2139769.553,4592858.799,18038199.42,129999.0,5309251.305,7031421.748,742318.0892,2879530.156,14319.50498,14327504.37,39472.71136,58185.98181,9616250.183,320370.1039,1656169.613,408940.9468,512019.0635,594433.1303,60479.8944,2020159.817,1181150.196,82141.68946,1544139556.0,8769.129986,13881.59766,2989.349781,134246.9699,161296.991,382542.8943
44,ZYHHR4Z-E15,544091.5887,2872489.124,279147.8657,17112414.53,1023301.61,138061.3528,10534.98033,16188208.5,16553.63005,1968015.292,131958.9795,82601234.07,9540.421515,2349675.341,1563762.515,990893.1696,4673072.535,201636.8785,18216.90185,3650240.272,4887.869323,279022.1252,4757.133733,10035505.83,60934.00725,13447083.79,1759641.377,1262489.536,1319509.219,1622998.235,12428509.89,36398.21296,12695377.86,13248080.42,1371791.699,112796729.7,1015620.507,202185.4985,4274931.878,702656.47,604930.5519,11006633.99,30861.0601,3430006.786,235935.012,7675663.315,40012.96729,9646338.46,435215.3755,145084.1105,1527213.151,11663682.36,356111.6234,1712544.445,12043321.49,97659699.3,338060.0474,13835390.23,12833399.08,1396331.443,3427653.869,6907776.621,114517.6147,4068738.134,5764164.19,566568.1593,1989631.744,85115.24878,10495881.49,556348.7494,41799.26634,8065262.171,159443.9687,1523079.693,209409.8822,532532.482,370856.1068,24465.14139,1643465.795,495772.9387,62246.28,1745798613.0,47994.11852,202185.4985,20834.40097,151890.2775,104113.6715,1594143.421
45,ZY7IW45-E11,578133.8421,2610779.164,157866.0041,20628906.32,1459510.339,46088.68548,7383.549921,13199601.14,32805.49797,1359919.666,257044.0337,94885019.77,80901.90198,3008439.68,1650099.969,2351210.05,3125578.92,405990.9379,31220.30476,2535410.645,14900.39546,436898.0073,233670.9721,9997438.011,85022.37859,16619999.47,731866.0006,3026479.189,1195220.196,1696710.504,13110196.74,86181.58432,10878301.64,16066395.94,1774059.542,137468992.5,653703.094,9730.289405,5793420.691,1605389.571,1109469.825,6710407.74,15770.60078,4261450.076,240255.0117,13222897.41,4752.078655,10821596.36,125805.023,523346.1647,1407360.016,13892597.22,345126.0867,1903980.141,13088695.67,118317972.9,237910.9255,11392602.38,20422993.37,2571350.774,1784420.257,2146769.7,87148.91001,3349819.664,5423151.338,773761.8106,747380.8123,7788.798068,10585902.97,29894.40757,56075.89029,7569969.202,47432.88502,1127779.818,179868.9953,173320.0461,33343.4092,11504.9971,1829049.894,534515.0337,145944.9737,1892010567.0,7885.36369,9730.289405,12078.76634,170857.9675,148765.9675,331221.0873
46,ZY7IW45-E12,438473.4612,2657576.886,171657.0994,19269823.21,1525065.737,102693.8315,42496.50605,14714447.12,30677.21724,1496665.096,362690.6429,107104956.2,2861.992808,1876054.099,1508737.095,2460636.297,3162710.339,375218.1266,38558.19776,5071636.795,11973.02436,483967.2841,12637.73238,10883807.43,81539.4158,15446750.1,604876.0446,4843605.718,989479.2995,1591813.626,12706030.05,2711.08085,11174910.96,12999564.89,1378817.42,108798241.7,601347.7522,187238.8132,4819693.59,1160150.066,819014.8018,7422017.644,9111.8167,3258281.905,225542.5333,14123947.23,48787.36686,10345786.58,110130.1531,578910.1797,1130139.944,9676675.148,374456.8615,1461248.385,13211582.97,97871806.97,297617.5342,10846227.5,20738956.94,2158668.082,1710065.317,4587001.664,104221.9769,3278330.786,5559524.248,392610.7092,481164.2733,78542.72326,9473788.278,729273.2748,3192.394868,7786049.036,133293.786,1104827.726,142598.5711,215666.1157,21912.0927,10525.41867,1616878.678,257294.3052,104789.163,1616851462.0,30993.11196,187238.8132,1983627.912,153215.2102,48948.60079,1795693.883
47,ZY7IW45-E13,433246.9297,2751601.278,187758.6697,20832173.02,1288659.783,123601.7805,2175.342289,13847670.83,14127.90572,1277870.314,225306.5922,111079704.2,25866.54957,2449625.881,1377613.734,2102041.906,2711087.038,362831.4531,15654.8276,4468471.524,6447.034552,446852.757,118357.3685,12528931.09,61338.2761,19255536.71,645662.1812,4015254.492,1245108.47,1448341.118,13381068.63,44632.59287,9446117.169,14235304.33,1848239.133,119210824.5,546703.8463,196795.8129,5557905.985,1187174.024,555828.3903,9424534.948,19054.84167,4481965.149,250529.3322,8206979.961,47802.55134,11359137.82,112392.7928,171355.1469,1130837.343,11021368.23,350251.0864,1406365.35,10530568.59,103727270.8,199890.447,12183793.0,26212652.25,2386922.013,1438964.929,5676735.138,62492.26455,4001224.093,5312833.243,500655.9498,1018030.956,31662.55374,8754965.118,573709.1492,64934.60928,7639358.155,115204.696,1300207.094,178057.0459,216778.1766,66431.96646,3582.69551,1668314.672,486321.2141,103073.9329,1847554787.0,11016.81824,196795.8129,7806.336838,119809.269,60839.04978,1670293.267
48,ZY7IW45-E14,412242.8654,2679839.189,164546.9774,19236793.41,1610299.936,38615.08696,8901.936605,14710796.23,26387.20638,1351889.684,307380.9008,104850027.6,17235.49217,2149159.313,1431700.209,2326010.212,2907820.936,308544.0611,41143.10342,3666830.124,13493.20081,451420.0587,3968.786713,9770121.007,72203.79269,15236698.54,586683.1371,4323451.276,942901.1455,1332899.892,12120895.88,13516.00342,11055799.33,13137996.95,1398810.403,115031999.2,523710.8614,144116.0011,5037578.554,1121789.847,931765.8953,7028761.151,6383.088787,3113800.319,193696.0489,15032399.73,21917.70316,10354302.24,92087.70955,193158.0127,1096530.112,9694029.217,304366.067,1560000.434,13044596.65,111364023.5,243987.0414,10108103.46,19886306.33,2170349.57,1635920.263,1959240.404,85193.39719,3328959.758,5303550.224,353099.9277,449718.9029,86743.01689,9244007.502,609419.0193,36511.89684,6703968.781,51286.51782,995079.3165,149571.0046,170475.9856,106143.0217,6975.84458,1456040.445,151061.0296,10469.20303,1703070486.0,27643.10396,144116.0011,2610010.174,158872.9517,33799.39963,1576189.975
49,ZY7IW45-E15,572461.8394,2868708.605,167153.0321,23322029.46,1614247.095,68008.14874,14223.77242,14291559.34,33103.58858,1460458.568,262793.4879,107979335.3,501499.9391,3240398.918,1747256.521,2560066.757,3347888.385,431069.212,36033.97032,2402524.979,14855.81362,470769.0663,1054450.544,10922501.74,97198.06683,18213691.28,777557.5861,3265607.567,1337882.513,1833628.573,13461258.88,252539.5816,12347708.55,14378800.57,2008880.06,140046433.3,687871.7111,10056.98332,6091643.149,1720265.724,950449.2042,7375502.939,223438.7682,4496839.619,234202.9951,14014141.18,13377.30613,11700120.07,133982.9596,1025730.289,1490474.229,15564975.82,326723.3413,1789654.915,14294432.41,116305977.1,251489.7368,12719776.63,21701478.51,2746627.817,1794350.131,2869822.346,92416.95915,3608055.25,5890097.154,576655.4322,670389.4873,13701.10284,11149301.56,30697.85009,68357.40454,7320546.89,65165.01431,1305372.39,201176.1843,207468.0998,125367.1637,7129.887297,2002554.395,468431.9648,353321.0063,1683935811.0,11741.59092,10056.98332,9870.243765,160515.1561,119678.9585,402904.9487
50,ZWFDEY0-E11,710423.6085,2653932.046,247601.4092,23389537.52,1887323.106,65525.55283,25826.77707,16727053.52,17824.57429,1106452.433,171391.9709,113951130.8,3390.118529,2623188.406,1597506.09,1868371.613,4533330.772,317890.4169,35600.99641,2255397.044,7231.854817,424489.6934,30190.14363,12146859.28,82456.75122,17316811.75,1957634.498,2997420.377,1750869.346,1920033.431,15557209.81,56210.421,12197735.49,19489989.8,2075546.754,210560561.4,896224.1023,21661.26684,7369728.291,1270169.85,799223.7889,9910593.323,7360.255611,6503522.926,182014.013,12949741.83,14426.46289,15487060.44,200859.8937,713700.8672,2066073.288,16837562.91,403981.5835,1862966.111,15291748.05,184128792.5,235071.4817,14308608.08,18003574.03,2789528.77,2321925.093,2734337.698,89929.69779,4083259.992,7389575.196,1297110.539,1499988.49,3542.490462,16611050.75,57867.67258,70785.68437,7176803.551,49842.88651,1357254.654,228418.5038,273028.1161,489673.2973,48642.17099,1585965.547,1023542.8,354596.8021,1421118783.0,15116.64121,21661.26684,1777.864921,102405.2391,123526.4102,857061.9719
51,ZWFDEY0-E12,671407.9062,2976488.728,259891.5136,18908348.18,1809136.709,66519.97472,86670.29532,13659297.96,18737.61874,701386.4334,212266.9154,77302942.77,10292.67245,1532440.894,1532430.272,1744872.27,4359163.846,493896.7672,28319.73215,2916183.352,9061.222562,531359.9623,89189.73148,9989700.537,77533.38329,14391862.77,1707211.064,3012082.803,1526102.042,1919833.811,12172397.36,54323.92123,10311922.57,15041968.03,1696500.001,179109919.7,825403.4826,184161.2493,5443601.397,1000319.891,1024351.911,9193036.258,5075.561281,5824569.533,233617.6906,9016024.468,30859.56275,11468234.71,248550.5896,50421.45046,1492769.517,10245520.9,334570.3333,1529130.389,14219821.31,164799885.6,328246.4767,12666723.02,19180672.92,1696970.436,2390299.557,3351208.458,98858.67844,3781507.37,6274808.502,673654.8108,1673700.549,87979.51331,12546659.78,1042278.94,50314.96713,6804840.897,104234.2586,1296418.426,193747.7459,375423.6472,424316.1309,44307.09135,1646202.064,715102.2415,24157.44071,1730581813.0,43658.65303,184161.2493,105083.0169,117410.3447,86675.10147,1227226.406
52,ZWFDEY0-E13,608965.09,2695814.88,275465.0956,21050045.27,1617495.2,57432.11217,64903.11046,18787503.02,21031.14826,1074631.052,220032.9411,93436312.3,2007.582531,2132419.723,1412735.548,1941055.583,4900372.539,326678.051,44520.43288,2632824.635,11924.66633,332369.8517,4400.592395,8544176.388,78085.11825,14174848.7,1487161.607,3417002.802,1394155.448,1642554.717,12089489.59,60033.07721,14115041.16,16641359.94,1617304.613,153114959.3,936760.0338,142545.2065,6215805.801,1250202.186,694950.165,8637665.395,27607.44967,5572564.579,159748.1834,12001904.34,44942.41407,13106871.21,198321.2852,156389.0526,1542907.348,13280719.75,372301.0088,1890701.263,16783613.21,143987666.5,284431.1604,12148964.36,23436438.3,1962920.074,2497027.017,2770048.873,130091.7547,4242813.99,7167407.748,402212.948,1202128.759,77845.71456,14077911.64,779473.2566,45609.91939,7020683.205,50873.26262,1106299.057,218145.3204,334909.0881,455793.2393,64601.94585,1482961.795,248552.3124,24279.14505,1382373193.0,32123.24463,142545.2065,3325200.724,97567.29429,74612.51406,1184436.973
53,ZWFDEY0-E15,588755.8646,2540251.661,211194.0991,15142499.21,1693891.457,13466391.71,74247.25148,14234218.98,18196.70985,786016.4607,163794.7965,71804453.96,362808.8192,1543303.1,1298747.913,1518146.936,3921733.309,306286.0215,10726.93539,3384051.281,9348.770943,363737.9678,742216.2181,9369950.528,67164.44073,12729743.38,1524399.913,2788156.284,1382128.191,1664445.268,12352074.3,91572.70379,8846467.168,13344759.78,1521106.778,148790791.3,623482.6982,187873.2317,4536348.351,910279.4589,803133.3371,8295054.332,180721.6723,4709100.233,189405.6708,1478579.105,1795245.854,10726529.19,196327.1268,854102.6829,1358459.383,8878902.938,273211.749,1626613.43,12300213.32,123766874.8,391827.7364,10978974.74,15721766.58,2085800.869,1946026.601,342054270.2,109756.7392,3057031.527,5716933.19,694877.9133,953292.8829,44352.26002,11477777.68,846552.4907,56522.2,5754144.419,5836087.164,1088386.85,128141.6547,293497.7667,342781.5657,32069.85032,1217930.18,449708.3045,355334.9326,1449190392.0,32675.00871,187873.2317,620464.8685,162971.4812,92209.64232,1424663.727
54,ZWCZHHY-E11,420588.5356,2061652.857,173849.5732,12445492.61,1570344.871,130880.442,37702.69419,15780395.19,27430.05701,1817898.223,103143.2583,77806103.71,192713.752,1740342.71,1225509.299,1532005.451,3394434.932,317269.6513,18226.94643,2989494.239,8202.056691,295982.0172,433099.8058,11460288.29,47927.63064,10886297.26,1538198.223,3390296.454,1154230.557,1602319.037,12437386.29,84771.98801,11350008.17,13142441.71,1553768.351,107399348.4,905804.3863,207387.5841,4990316.889,725416.4824,825992.9829,7385017.966,72396.88481,6863913.78,183876.8078,4285048.195,89993.30147,9986515.851,446140.9347,811819.799,1152631.562,10084176.93,205198.4062,1423163.515,13625067.11,95728820.64,358273.0501,10824972.32,33521189.31,1714005.134,4256599.725,5337859.864,183337.1975,3057561.316,4845956.42,490267.6351,1763365.368,69874.57584,8063305.764,646074.0483,11249.08471,8638563.518,181471.064,988903.3492,138533.9452,598715.0457,261447.183,8618.260234,1205767.234,605937.7236,370231.9819,1987461820.0,36725.89427,207387.5841,1596000.862,187627.2699,50354.74111,1621053.191
55,ZWCZHHY-E12,526811.0203,2133170.72,182082.0273,15910700.29,1639009.743,7055617.887,13285.0957,15591701.07,4225.230962,1826309.696,122433.0049,81432818.44,24479.40718,2480330.604,1348510.197,1697999.967,3593569.108,361596.9542,22498.40497,2836070.568,10260.59661,356145.9355,47605.90781,11225901.73,57540.49453,12529000.56,1763920.366,2763729.523,1390849.608,1853640.448,12909600.32,69364.12135,12549199.47,16117101.76,1882259.356,126686978.1,1008440.127,11313.19654,6346338.311,945116.0749,906279.1696,7369079.565,8486.307434,10187099.46,177140.0616,1534129.671,822037.1107,11037200.85,530407.9964,364039.8854,1718250.561,12372099.45,218299.0006,1594009.724,14959400.25,111273977.3,283520.0033,13653599.47,34939702.78,2064969.44,5128260.082,268944081.5,173986.0365,3248449.845,5392728.606,1242870.024,2729319.767,7930.36652,10103403.26,30295.90118,59321.81013,9995373.175,4792220.964,1027980.167,247389.0296,573242.8779,403359.0221,12375.48382,1535690.44,1042820.198,209690.9395,1531630342.0,12125.89824,11313.19654,2729.380845,196992.066,109531.0212,359252.084
56,ZWCZHHY-E13,507620.2159,1994132.718,177826.4005,16107173.33,1399946.244,10512.61701,4304.44047,16664445.76,25734.92576,2007919.5,119799.3039,96379968.92,4463.655764,2559765.109,1183173.324,1495451.82,3233645.284,363037.7381,11721.01592,2352462.019,9147.869059,254555.3744,15980.44542,12320265.41,46399.4473,13005332.96,1627910.552,2958818.97,1395122.138,1598126.302,14129430.68,50770.04787,12579576.34,15631143.64,1689260.041,152377008.9,848808.7483,88377.40807,6674553.967,919793.1959,801742.8183,8392155.619,12218.15341,9018462.075,176578.4795,4897146.755,11516.62205,12605587.3,434425.7217,569193.6336,1524209.731,15885090.79,249156.0361,1267461.066,14291064.04,144603777.5,179193.6514,13253040.1,36896995.31,2200576.355,5294745.831,2909339.04,128179.8535,3389756.002,5654899.681,804219.6158,3422146.283,24200.68059,9914853.329,334985.7035,55252.4187,9098958.576,83769.06788,1002742.677,266842.6966,565806.804,357774.2424,16294.84921,1246628.353,2074353.01,236342.5724,1742329091.0,12947.08773,88377.40807,1573.378435,128705.1271,82992.30751,875198.0511
57,ZWCZHHY-E14,492123.1983,2278242.678,224329.527,15470752.12,1779265.04,9135.372084,10779.51457,16627754.31,34428.84112,1681782.841,159804.6652,79361172.24,3155.010715,2687847.769,1269061.012,1933884.228,3657407.635,378160.7223,24281.66954,1635817.078,14966.40396,375046.5122,8360.345165,10590225.69,71848.47923,13355308.81,1937345.726,2782248.787,1439822.961,1941593.832,11680186.71,83055.03442,11951927.78,18761085.92,1832662.887,120088270.2,1242866.578,5558.770097,6660135.046,538340.7091,923748.1216,7057129.239,3581.514579,9989423.567,270590.1879,3247909.493,9453.743457,13209202.21,559139.9879,659206.0694,1685645.814,15966115.31,223245.2571,1629615.3,15357818.85,117555760.9,186469.4808,13470219.27,40699846.0,1984975.816,6422395.143,3891163.04,127761.1785,4268447.488,4611644.906,847932.5602,3817905.597,8554.157173,10498209.81,46155.34155,48520.27141,9739390.1,91192.65446,1026783.082,374316.7287,772299.0119,353078.635,6744.059415,1479450.504,1285047.271,385999.6463,1802284975.0,25826.5021,5558.770097,7533.82024,104594.6838,129428.8762,156968.9845
58,ZWCZHHY-E15,420657.0507,2021689.489,210699.0086,16732805.28,1468989.853,1792649.49,10720.69637,17885597.76,26001.89231,1966080.551,155010.0254,101496026.0,62459.17963,2340429.699,1272020.067,1620190.474,3585791.071,388806.0116,2753.329292,2895369.415,7982.920896,397545.0966,18929.89778,12333098.81,52143.29027,13117295.84,1829170.339,3322410.717,1368209.764,1707360.172,13565501.05,66207.40663,12361598.7,15382098.5,1682919.805,131880955.1,936425.0484,60135.61283,7054361.12,939721.6751,667232.0205,7535809.164,2554.51814,9609400.514,204930.0465,1815899.589,479375.948,13297097.21,452818.0683,339986.0437,1573709.697,15026399.2,244252.0254,1616089.873,15084002.93,123635002.2,172366.9918,12740901.28,31523207.47,2199789.429,5599940.237,136864021.2,141256.0369,3774520.628,5601349.429,787452.8408,2924369.136,24245.59436,10625003.64,123405.9988,59101.29,9639527.493,1695539.543,1108409.845,258590.0072,593301.9504,348091.003,66721.07902,1327049.726,1505289.975,200449.0424,1683260129.0,17202.50449,60135.61283,2988.234371,94803.38817,96003.40799,604401.2003
59,ZW61YGW-E11,432889.7155,2283507.346,186547.0474,15767712.06,1249751.649,44292.04535,14972.1107,17307211.93,12530.35788,1654885.533,39532.73093,84238125.65,234133.2005,2334415.602,1251077.733,1391548.73,2943558.767,242657.1761,11109.68276,2134564.017,5053.719933,190515.6516,755456.9397,11629534.38,59020.56045,16656592.99,1609487.565,1705389.679,1160463.729,1325531.937,9511358.605,47854.60036,10061904.04,15084985.77,2031762.022,142091006.2,681630.3272,191409.114,5505949.702,861009.7207,504295.5608,10255610.22,72706.66494,6468545.87,241956.8067,5395443.044,14524.59182,12452309.46,239057.8077,243427.0557,1085080.014,10706770.15,215917.4024,1488048.378,11878587.85,118457146.7,210170.4041,11812491.87,36369102.8,1684793.097,2407125.616,2043456.356,79052.85795,4238463.698,4024477.336,505002.1484,1486996.685,3967.268965,7382305.445,557541.628,58294.00893,5015944.658,56855.40949,1102983.669,205283.7636,323377.55,167506.784,42281.82417,1379218.882,606875.0568,149513.8907,2003853650.0,13321.14064,191409.114,16124.32218,143665.089,38177.89661,839016.6993
60,ZW61YGW-E12,863172.8728,2735114.881,209527.4882,18207127.58,1754562.611,120077.8063,24734.378,19010458.61,37958.09581,2018245.158,78256.88149,85142139.05,524371.5907,3387571.579,1779474.712,1951605.468,4334787.979,262618.6777,16113.25122,2074353.01,12879.33068,353852.8467,1385158.847,10371778.75,83029.13225,16885247.61,2261862.815,1715336.275,1545037.046,2126014.491,11902489.33,263559.6517,14770547.83,19221665.35,2231202.461,139160063.4,956476.5017,10077.28931,6334327.371,1101241.918,934321.7972,10546273.64,274359.8792,7957699.555,290083.7591,6764819.454,34351.13148,13714322.33,324740.9961,1058580.828,1693445.351,16122364.4,273983.5974,1941580.374,15353987.04,128754712.9,256558.8026,13462098.67,33536295.54,2143935.392,3901723.195,7478150.109,95798.13836,4206678.115,5473112.193,1341411.086,1839994.47,29257.72818,11534882.72,25856.51109,60504.717,6394322.154,209347.4762,1198659.115,294510.5929,342783.9417,393979.2165,9033.064,1788576.01,1225186.547,479273.6172,1731325692.0,11126.86848,10077.28931,9260.600293,205611.2959,98139.75164,169344.3115
61,ZW61YGW-E13,581097.209,2461745.175,221279.4576,21883800.91,1596775.434,4304.227641,22750.64773,19562128.25,28240.93043,2168445.871,55606.27209,108646013.6,213385.1125,3431148.176,1612591.956,1659388.198,3857941.937,278394.2716,23058.80295,1989025.029,7497.895483,272459.0714,73859.71115,10952979.21,77684.00713,17511872.26,2190076.752,2217034.823,1466687.414,1764734.843,12376070.63,95499.132,14292054.65,18720686.44,2046674.151,162904362.7,861511.1841,45422.51599,6652752.814,1101371.69,767783.4836,9951275.337,10154.06655,7684180.621,217232.4346,9724077.764,11848.36197,15181173.72,265328.4772,449147.5691,1613106.209,17448745.74,319146.6547,1833209.2,14492167.0,147994672.3,191747.7336,12786428.4,29287262.21,2168656.308,3865543.922,2354794.937,130126.9268,4266347.354,5650550.512,866115.5592,1628474.841,27621.23105,11268561.32,44875.48778,65533.27449,5507247.442,58688.49126,1200496.694,261739.1122,369429.6156,321088.173,53995.37793,1409869.305,1175212.324,173443.9509,1675146354.0,18806.05993,45422.51599,6014.599857,155037.7486,86621.04759,629536.2814
62,ZW61YGW-E14,527843.2352,2436468.264,181609.4816,15532212.34,1609353.697,315359.9659,31775.12103,17697595.2,27632.72079,1560059.907,58915.10714,77690776.75,498008.2098,1821126.868,1384438.945,1469302.482,3644349.772,283093.6768,12466.73269,2667616.783,5979.379236,215800.6972,1218386.136,9399613.464,75655.63914,13191908.85,1865214.345,1984054.191,1161493.782,1575687.491,9882742.361,164510.4838,12321204.82,14335312.31,1661494.4,122040943.7,751420.0052,205229.6998,4445517.681,824340.0138,718087.4384,8744109.276,224908.7088,5255658.117,212446.4926,1845614.739,330401.3372,10923334.57,240981.0206,986062.796,1170578.293,9842067.635,245475.5823,1641814.838,12551617.87,105853959.9,308239.0245,10829475.23,27391975.87,1736077.594,2975972.986,12961865.2,127862.1737,3765186.77,4368964.644,427851.3153,932012.643,90145.63405,8018550.3,673192.6968,12588.16174,4644075.513,395824.1195,1094727.221,179186.1991,379555.1497,247556.7909,11317.30622,1423498.952,510269.5405,510655.2103,1945103800.0,38981.17615,205229.6998,585504.2024,155384.169,44603.83077,960888.8283
63,ZW61YGW-E15,463198.161,2287959.367,184412.8933,15397683.65,1567843.361,332326.0822,92592.64637,19055049.23,31164.37156,1825094.835,63833.67111,80616957.45,117527.5942,1758044.307,1401538.554,1488667.369,3429198.531,256893.3466,7158.769289,3106890.575,14630.03496,183540.6377,298545.2315,9694734.779,74415.73051,13225968.18,1826233.743,2148800.329,1146806.058,1520137.085,9632107.08,44944.28321,12036061.1,13686687.62,1617775.515,106840248.8,732561.3191,231769.3072,4351948.339,924350.1935,800315.8744,8535474.935,51097.67401,5093373.203,206116.4322,3881303.987,334960.1631,11177699.81,260528.1973,319166.5647,1188392.521,9711414.408,248245.8372,1585899.59,12657595.21,92826282.06,326954.4197,11001218.57,26822678.96,1596565.156,3163126.889,12920065.07,165760.4156,3328429.085,4233501.589,487390.9711,552678.1303,66520.89689,8207605.736,585496.0856,18227.87519,4770073.283,360315.203,1021020.215,112118.9024,346935.994,256521.4604,7436.605464,1324393.129,234999.7994,113754.9658,1919083049.0,46786.02369,231769.3072,278033.6548,190653.0387,56123.99167,972473.8967
64,ZVNCGHM-E11,715563.3643,2872469.214,238960.0634,17876488.03,2155961.523,9494.12227,13622.55285,12355242.57,42387.75682,1191163.482,56557.07936,81487193.05,373070.8206,2773391.779,1182050.302,2193951.191,3292677.993,372024.9877,41170.11905,963209.4361,17852.53092,215848.5686,1167223.982,9826253.31,72586.82034,12596765.49,1687247.283,2237940.113,1211212.022,1472207.913,9315875.962,191780.9638,11173904.04,14155702.39,1894308.669,159747709.0,889422.8848,7610.048854,4979950.598,679615.8623,892411.7602,6021827.705,176501.3876,5230763.095,311892.6437,3287318.929,4978.377791,13608927.13,274086.1685,981351.1958,1266319.482,14024733.3,191883.3491,1427807.446,10834505.7,154135079.5,109013.7055,10433500.96,17398625.49,1786370.622,4165360.698,1566246.657,7965.096481,3890515.778,4157341.988,930831.1723,1526123.199,10495.76716,10129783.47,55816.73051,37300.56854,6313725.029,21488.84022,1058859.691,392722.3012,512300.2251,379037.2208,8406.5834,1305327.15,377553.0902,531411.5283,1964452312.0,4003.822064,7610.048854,48567.709,84107.68462,147472.8653,48803.60163
65,ZVNCGHM-E12,861803.8393,2566516.313,208005.1899,22447633.13,2184754.889,293945.6699,66616.41056,15865393.85,37013.91196,1738184.747,131970.8707,110712279.1,292955.0918,3297771.481,1793653.767,2260138.888,4041613.689,474826.1945,4942.893133,3642708.196,10822.07857,643116.2421,835013.5018,11621878.97,77388.41546,14466273.53,1752374.87,2475571.178,1405371.387,1907696.186,13911840.87,146729.5581,16331794.68,16266719.53,2588078.596,165741541.0,1034218.797,13028.19863,6656673.605,1229763.959,1344930.321,8899050.607,191231.4124,5809449.377,271736.7189,2564933.515,190998.264,15284012.43,318629.4298,905434.0271,1553046.935,16821697.95,306998.0572,1708761.954,15039987.16,154797829.3,267752.4035,11918092.38,20262094.81,2112207.296,3491631.797,19664088.8,66032.10422,4158840.716,6356010.159,1435587.663,1478302.415,14292.29523,11922802.08,46435.48233,61513.26786,7290771.217,371018.0886,1347487.071,267159.1678,343628.4593,613532.3968,3170.045305,1763512.046,747518.625,381956.8131,1522811264.0,16451.02258,13028.19863,10028.64597,208048.4479,161383.102,359402.2711
