,SampleID,FFA.24.1.+Lipidomics,TAG44.0.FA16.0+Lipidomics,TAG44.1.FA14.0+Lipidomics,TAG44.2.FA14.0+Lipidomics,TAG45.0.FA15.0+Lipidomics,TAG46.0.FA12.0+Lipidomics,TAG46.0.FA16.0+Lipidomics,TAG46.1.FA16.0+Lipidomics,TAG46.1.FA18.1+Lipidomics,TAG46.2.FA18.2+Lipidomics,TAG47.0.FA14.0+Lipidomics,TAG47.0.FA16.0+Lipidomics,TAG47.0.FA17.0+Lipidomics,TAG47.1.FA15.0+Lipidomics,TAG47.1.FA16.0+Lipidomics,TAG47.1.FA18.1+Lipidomics,TAG47.2.FA15.0+Lipidomics,TAG47.2.FA18.2+Lipidomics,TAG48.0.FA14.0+Lipidomics,TAG48.0.FA18.0+Lipidomics,TAG48.1.FA14.1+Lipidomics,TAG48.1.FA16.0+Lipidomics,TAG48.1.FA18.1+Lipidomics,TAG48.2.FA16.0+Lipidomics,TAG48.2.FA18.2+Lipidomics,TAG48.3.FA16.0+Lipidomics,TAG48.4.FA16.1+Lipidomics,TAG48.4.FA18.1+Lipidomics,TAG48.4.FA18.2+Lipidomics,TAG49.0.FA15.0+Lipidomics,TAG49.0.FA16.0+Lipidomics,TAG49.0.FA17.0+Lipidomics,TAG49.0.FA18.0+Lipidomics,TAG49.1.FA14.0+Lipidomics,TAG49.1.FA16.0+Lipidomics,TAG49.1.FA17.0+Lipidomics,TAG49.1.FA18.1+Lipidomics,TAG49.2.FA16.0+Lipidomics,TAG49.2.FA16.1+Lipidomics,TAG49.2.FA17.0+Lipidomics,TAG49.2.FA18.2+Lipidomics,TAG50.0.FA16.0+Lipidomics,TAG50.0.FA18.0+Lipidomics,TAG50.1.FA18.1+Lipidomics,TAG50.2.FA16.1+Lipidomics,TAG50.3.FA18.1+Lipidomics,TAG50.4.FA18.2+Lipidomics,TAG51.0.FA16.0+Lipidomics,TAG51.0.FA17.0+Lipidomics,TAG51.0.FA18.0+Lipidomics,TAG51.1.FA15.0+Lipidomics,TAG51.1.FA16.0+Lipidomics,TAG51.1.FA17.0+Lipidomics,TAG51.1.FA18.1+Lipidomics,TAG51.2.FA17.0+Lipidomics,TAG51.4.FA18.2+Lipidomics,TAG52.0.FA16.0+Lipidomics,TAG52.0.FA18.0+Lipidomics,TAG52.1.FA16.1+Lipidomics,TAG52.1.FA18.0+Lipidomics,TAG52.1.FA18.1+Lipidomics,TAG52.2.FA18.1+Lipidomics,TAG52.2.FA20.2+Lipidomics,TAG52.3.FA18.1+Lipidomics,TAG52.3.FA18.2+Lipidomics,TAG52.3.FA20.0+Lipidomics,TAG52.4.FA18.2+Lipidomics,TAG52.4.FA20.0+Lipidomics,TAG52.7.FA16.0+Lipidomics,TAG52.7.FA18.1+Lipidomics,TAG52.8.FA16.1+Lipidomics,TAG52.8.FA18.2+Lipidomics,TAG53.1.FA17.0+Lipidomics,TAG53.1.FA18.0+Lipidomics,TAG53.2.FA16.0+Lipidomics,TAG53.2.FA17.0+Lipidomics,TAG53.2.FA18.1+Lipidomics,TAG53.3.FA18.2+Lipidomics,TAG53.4.FA18.2+Lipidomics,TAG54.1.FA18.1+Lipidomics,TAG54.1.FA20.0+Lipidomics,TAG54.2.FA18.1+Lipidomics,TAG54.2.FA20.1+Lipidomics,TAG54.3.FA18.2+Lipidomics,TAG54.3.FA20.2+Lipidomics,TAG54.4.FA18.2+Lipidomics,TAG54.4.FA22.1+Lipidomics,TAG56.3.FA20.1+Lipidomics,TAG56.5.FA22.4+Lipidomics,TAG56.7.FA16.0+Lipidomics,TAG56.8.FA16.0+Lipidomics,TAG56.8.FA18.1+Lipidomics,TAG56.8.FA22.6+Lipidomics,TAG58.10.FA18.2+Lipidomics,TAG58.8.FA18.1+Lipidomics,TAG58.8.FA22.6+Lipidomics,TAG58.9.FA18.1+Lipidomics,TAG58.9.FA18.2+Lipidomics,TAG58.9.FA22.6+Lipidomics,TAG60.12.FA22.6+Lipidomics
163,ZK4CK8Y-E15,8.7665,0.2973,0.2117,0.0604,0.050061264,0.1266,1.2118,1.7663,1.4178,0.5839,0.0715,0.3156,0.0667,0.2407,0.2746,0.261,0.1121,0.0976,0.7584,0.5216,0.1518,12.3335,8.496,6.4783,3.6723,1.0243,0.2098,0.1648,0.4476,0.1629,0.5409,0.2146,0.1324,0.1585,2.1506,0.305,1.8253,1.0905,0.8421,0.1179,0.742,7.7211,2.5179,36.7579,29.061,11.4765,4.6608,0.3524,0.2093,0.1644,0.4201,1.9079,1.57,2.2115,1.2766,0.8541,1.5976,2.2023,0.3287,14.0597,28.8237,245.4914,0.3915,141.1463,113.7227,0.2837,57.7266,0.2103,0.3331,0.1938,0.0802,0.0778,0.3983,0.3596,0.7763,2.6074,5.1935,2.1752,1.8088,2.4,0.7961,21.9877,1.8417,12.1639,2.1356,31.199,0.0918,0.7439,1.3003,2.8578,0.9402,0.8899,4.7217,0.2784,1.193,3.1318,0.6207,0.5462,2.2105,0.406
164,ZK112BX-E11,10.191,0.0676,0.0371,0.025875562,0.013314559,0.0402,0.374,0.5456,0.4835,0.2218,0.008598205,0.1196,0.0259,0.0839,0.0853,0.1005,0.044,0.0464,0.3397,0.2014,0.0603,6.2081,4.1627,2.9876,2.1865,0.46,0.088,0.078,0.2822,0.0808,0.2475,0.0932,0.0447,0.0759,1.1401,0.1497,1.008,0.6108,0.4004,0.0527,0.5851,5.8778,1.5581,32.3366,20.1273,9.4654,4.6823,0.1491,0.1192,0.0787,0.3182,1.3532,1.1234,1.7366,1.0447,1.1071,1.155,1.6863,0.2468,13.844,31.4624,278.7894,0.279,187.4216,162.8532,0.356,90.0797,0.3491,0.1688,0.1355,0.051,0.0801,0.4153,0.2939,0.5647,2.8198,5.5585,2.9533,2.4649,2.5734,0.4277,30.6506,1.817,18.216,2.0586,56.976,0.2121,1.2839,1.1671,2.6749,0.9602,0.4829,5.2088,0.2523,1.1061,2.8715,0.5009,0.5047,2.3248,0.1965
165,ZK112BX-E12,49.3011,0.077,0.0423,0.012660444,0.056206337,0.0385,0.4273,0.4929,0.4533,0.2164,0.059966366,0.1226,0.029824599,0.0916,0.0954,0.1318,0.0559,0.0656,0.3698,0.2207,0.0559,6.7036,4.5025,3.2553,2.4218,0.475,0.0938,0.0808,0.2646,0.0922,0.2885,0.1057,0.0634,0.0862,1.3964,0.1334,1.2028,0.7364,0.4344,0.0548,0.6225,6.7069,1.8378,38.2321,22.7566,10.5088,5.1354,0.1752,0.148,0.0938,0.3427,1.5916,1.4864,1.9527,1.2413,1.3259,1.2901,1.892,0.2587,16.1647,37.5049,336.6691,0.321,224.4275,193.656,0.4588,106.6863,0.3921,0.1887,0.1578,0.0645,0.0895,0.4371,0.365,0.7006,3.4684,6.6526,3.5644,3.1018,3.1696,0.4539,37.1394,2.2401,22.5121,2.3925,69.76,0.2446,1.5981,1.4175,3.3003,1.2505,0.5537,6.388,0.3232,1.4446,3.7824,0.6708,0.6887,3.0058,0.2847
166,ZK112BX-E13,9.7623,0.0827,0.0413,0.016124307,0.012094487,0.0318,0.3705,0.4727,0.4171,0.2051,0.0202,0.1336,0.0374,0.0771,0.0946,0.1317,0.0384,0.0625,0.35,0.2077,0.0562,5.9743,3.9823,2.8709,2.1663,0.4489,0.0781,0.0711,0.2491,0.0923,0.2736,0.1055,0.044,0.0662,1.1928,0.1221,1.088,0.6526,0.4237,0.0536,0.5885,6.066,1.6265,34.0889,19.4159,9.049,4.3608,0.173,0.1416,0.0731,0.3076,1.4234,1.2749,1.7604,1.0532,1.1273,1.1802,1.6744,0.2494,14.3347,33.0155,289.9696,0.2802,191.4396,165.3571,0.3635,91.8227,0.3301,0.1677,0.126,0.0579,0.0681,0.3999,0.2921,0.6063,3.0178,5.8354,3.0753,2.6294,2.6807,0.4426,31.3176,1.9371,18.4202,2.1521,58.3092,0.2081,1.2934,1.2719,2.8028,1.0079,0.4932,5.7997,0.2838,1.1895,3.2616,0.567,0.565,2.5689,0.2296
167,ZK112BX-E14,8.0225,0.0648,0.0306,0.0124,0.042487325,0.0375,0.3155,0.4066,0.3721,0.1768,0.0237,0.117,0.0318,0.0802,0.0717,0.0894,0.0411,0.0486,0.2896,0.1867,0.0549,5.4601,3.5761,2.6985,2.0125,0.3921,0.0799,0.0618,0.2429,0.0841,0.2488,0.0917,0.0519,0.0565,1.1468,0.1045,0.9496,0.5998,0.3671,0.0565,0.5897,5.4917,1.4758,31.1034,18.52,8.6398,4.2528,0.1574,0.1141,0.0933,0.284,1.2802,1.1037,1.6398,0.9555,1.1461,1.0298,1.4758,0.209,13.0284,29.8596,267.699,0.2537,181.5652,157.642,0.3616,89.5265,0.3277,0.1426,0.1213,0.0509,0.0713,0.3622,0.2646,0.543,2.8132,5.2609,2.994,2.5282,2.5079,0.4017,29.3778,1.7854,18.0964,1.9659,55.7968,0.2077,1.2069,1.1589,2.6886,1.0452,0.4888,5.4755,0.286,1.1606,3.1199,0.5525,0.5663,2.5319,0.2199
168,ZK112BX-E15,6.8676,0.0618,0.0336,0.036862764,0.018254462,0.0259,0.3966,0.4686,0.4314,0.2134,0.0168,0.1243,0.0235,0.1005,0.087,0.0983,0.0462,0.0508,0.3568,0.1985,0.0486,6.3654,4.3935,3.2798,2.5122,0.4754,0.0891,0.0675,0.2936,0.1015,0.267,0.1093,0.0547,0.066,1.3601,0.1388,1.1386,0.7218,0.4271,0.065,0.6959,6.3767,1.6371,36.2612,20.9739,10.2448,5.263,0.1899,0.1317,0.0998,0.3323,1.4858,1.2621,1.8213,1.1215,1.4418,1.1372,1.6488,0.2318,14.4385,33.2917,303.8316,0.2833,210.4047,183.4681,0.3873,106.3417,0.3941,0.174,0.1459,0.046,0.0763,0.4264,0.322,0.6437,3.1261,5.989,3.3583,2.9464,2.6503,0.4314,32.1862,1.8852,20.255,2.1937,64.083,0.2404,1.3726,1.2987,3.1293,1.1734,0.5531,6.0274,0.3043,1.3172,3.371,0.5691,0.6238,2.7554,0.251
169,ZJXC41N-E11,8.4852,0.3433,0.2358,0.0752,0.0386,0.1414,1.1006,1.6544,1.6728,0.801,0.058,0.2489,0.0654,0.2015,0.1741,0.2362,0.0981,0.1283,0.7164,0.4839,0.103,9.5401,8.0308,5.3363,4.4061,0.9498,0.1982,0.1573,0.8035,0.1181,0.3854,0.1312,0.0772,0.1672,1.4668,0.2612,1.3769,0.7929,0.4561,0.1136,0.7671,5.6988,1.8657,28.3647,17.9607,14.3185,8.0708,0.2505,0.1655,0.1365,0.3196,1.5477,1.3058,1.9016,1.1206,1.4128,1.1394,1.5886,0.2199,12.0339,25.2064,214.5974,0.2742,152.3112,130.1553,0.3024,82.6517,0.32,0.2354,0.1573,0.0658,0.0915,0.4295,0.3396,0.6077,2.871,5.6395,3.0966,2.88,2.3492,0.3915,24.5917,1.3074,15.3054,1.8808,47.8041,0.17,0.7884,1.0364,2.2249,0.8264,0.5803,3.9663,0.2289,0.7929,1.8841,0.4095,0.412,1.5784,0.1622
170,ZJXC41N-E12,10.7441,0.2668,0.1971,0.075,0.036707524,0.1238,0.9404,1.4234,1.5193,0.698,0.0431,0.2354,0.0702,0.194,0.1683,0.2162,0.0902,0.1107,0.6483,0.4442,0.1086,9.057,7.641,5.3378,4.452,0.9068,0.1988,0.1495,0.79,0.1365,0.4089,0.1526,0.0793,0.1561,1.5171,0.2511,1.3942,0.8492,0.4796,0.1264,0.824,6.2568,2.0154,29.9327,18.9579,14.6899,8.7182,0.2437,0.1753,0.1212,0.34,1.6004,1.3567,1.9217,1.2106,1.5315,1.3209,1.8297,0.2441,13.0909,27.3252,232.523,0.2646,165.8046,142.3578,0.3252,92.7191,0.3287,0.2537,0.1539,0.0619,0.1094,0.4503,0.3536,0.6286,3.0927,5.953,3.5343,3.1729,2.5608,0.4996,27.7747,1.3523,17.8523,2.035,54.3522,0.18,0.8401,1.1261,2.6955,1.0328,0.5912,4.9389,0.2877,0.9412,2.3184,0.4966,0.4891,1.9426,0.2184
171,ZJXC41N-E13,9.4945,0.2387,0.1899,0.0615,0.0237,0.0976,0.8317,1.3193,1.3878,0.7009,0.0365,0.1862,0.0578,0.1558,0.1517,0.18,0.0878,0.1042,0.5762,0.3798,0.0841,8.462,6.9865,4.9368,4.2236,0.867,0.1915,0.1591,0.7632,0.1046,0.3515,0.1362,0.082,0.1677,1.4005,0.2243,1.2459,0.7333,0.4614,0.1202,0.7636,5.3186,1.6425,27.0327,17.7439,13.9242,8.1803,0.219,0.1526,0.1124,0.3293,1.4259,1.1782,1.7622,1.1409,1.5145,1.0974,1.4333,0.2149,11.6157,24.4207,213.3687,0.2518,155.7644,134.4251,0.2826,89.3471,0.3145,0.2215,0.1591,0.0525,0.0837,0.4003,0.3305,0.5561,2.8207,5.4068,3.2213,3.0032,2.2145,0.4404,23.7732,1.1799,15.7426,1.825,50.1972,0.162,0.7443,1.0023,2.37,0.9174,0.5672,4.9019,0.2559,0.901,2.2592,0.4675,0.4618,1.9103,0.2096
172,ZJXC41N-E14,7.8283,0.2156,0.1471,0.0507,0.0259,0.0951,0.7172,1.1656,1.1394,0.6295,0.0318,0.1765,0.05,0.1464,0.144,0.1769,0.0891,0.1031,0.5225,0.3404,0.0668,7.5603,6.401,4.4752,3.7733,0.7728,0.1769,0.1321,0.6211,0.0996,0.3188,0.1286,0.0535,0.1272,1.2181,0.2216,1.1391,0.7095,0.447,0.1007,0.7242,4.7649,1.4823,24.8822,16.2014,12.6178,7.2251,0.1824,0.1419,0.0902,0.2663,1.3054,1.1447,1.6196,1.0251,1.289,0.9503,1.3019,0.1856,10.3694,22.5303,199.2737,0.2342,143.8444,124.8723,0.2873,81.9648,0.303,0.2031,0.1534,0.0622,0.0804,0.3673,0.2842,0.5494,2.6123,5.0089,2.9779,2.7321,2.0135,0.3523,22.3874,1.1593,14.5814,1.6675,44.8506,0.1685,0.7102,0.9377,2.3005,0.8374,0.5568,4.2029,0.2443,0.8287,1.9503,0.3925,0.4282,1.7053,0.1737
173,ZJXC41N-E15,10.3634,0.1785,0.1108,0.045,0.0204,0.0776,0.6296,0.9647,1.072,0.5267,0.0312,0.1436,0.0384,0.1258,0.1227,0.1599,0.0629,0.0772,0.5045,0.2711,0.0609,6.4212,5.3745,3.8922,3.2729,0.6517,0.1397,0.1199,0.5813,0.0712,0.2596,0.0823,0.0517,0.1144,1.0399,0.1599,0.998,0.6494,0.387,0.0914,0.5955,4.092,1.1907,21.9995,14.0374,11.0261,6.4069,0.1611,0.1167,0.0795,0.2536,1.1381,0.958,1.4463,0.9062,1.2132,0.8496,1.1705,0.163,9.2283,19.624,177.3496,0.1947,128.9275,111.7355,0.2536,73.4591,0.2711,0.1603,0.114,0.0514,0.0819,0.3336,0.2552,0.4764,2.2646,4.3936,2.6105,2.4985,1.7657,0.334,19.5101,0.956,12.8341,1.4906,39.2682,0.1405,0.5975,0.8761,2.0363,0.7507,0.4843,3.7608,0.2347,0.7238,1.7589,0.3827,0.3961,1.5322,0.1793
