,SampleID,FFA.24.1.+Lipidomics,TAG44.0.FA16.0+Lipidomics,TAG44.1.FA14.0+Lipidomics,TAG44.2.FA14.0+Lipidomics,TAG45.0.FA15.0+Lipidomics,TAG46.0.FA12.0+Lipidomics,TAG46.0.FA16.0+Lipidomics,TAG46.1.FA16.0+Lipidomics,TAG46.1.FA18.1+Lipidomics,TAG46.2.FA18.2+Lipidomics,TAG47.0.FA14.0+Lipidomics,TAG47.0.FA16.0+Lipidomics,TAG47.0.FA17.0+Lipidomics,TAG47.1.FA15.0+Lipidomics,TAG47.1.FA16.0+Lipidomics,TAG47.1.FA18.1+Lipidomics,TAG47.2.FA15.0+Lipidomics,TAG47.2.FA18.2+Lipidomics,TAG48.0.FA14.0+Lipidomics,TAG48.0.FA18.0+Lipidomics,TAG48.1.FA14.1+Lipidomics,TAG48.1.FA16.0+Lipidomics,TAG48.1.FA18.1+Lipidomics,TAG48.2.FA16.0+Lipidomics,TAG48.2.FA18.2+Lipidomics,TAG48.3.FA16.0+Lipidomics,TAG48.4.FA16.1+Lipidomics,TAG48.4.FA18.1+Lipidomics,TAG48.4.FA18.2+Lipidomics,TAG49.0.FA15.0+Lipidomics,TAG49.0.FA16.0+Lipidomics,TAG49.0.FA17.0+Lipidomics,TAG49.0.FA18.0+Lipidomics,TAG49.1.FA14.0+Lipidomics,TAG49.1.FA16.0+Lipidomics,TAG49.1.FA17.0+Lipidomics,TAG49.1.FA18.1+Lipidomics,TAG49.2.FA16.0+Lipidomics,TAG49.2.FA16.1+Lipidomics,TAG49.2.FA17.0+Lipidomics,TAG49.2.FA18.2+Lipidomics,TAG50.0.FA16.0+Lipidomics,TAG50.0.FA18.0+Lipidomics,TAG50.1.FA18.1+Lipidomics,TAG50.2.FA16.1+Lipidomics,TAG50.3.FA18.1+Lipidomics,TAG50.4.FA18.2+Lipidomics,TAG51.0.FA16.0+Lipidomics,TAG51.0.FA17.0+Lipidomics,TAG51.0.FA18.0+Lipidomics,TAG51.1.FA15.0+Lipidomics,TAG51.1.FA16.0+Lipidomics,TAG51.1.FA17.0+Lipidomics,TAG51.1.FA18.1+Lipidomics,TAG51.2.FA17.0+Lipidomics,TAG51.4.FA18.2+Lipidomics,TAG52.0.FA16.0+Lipidomics,TAG52.0.FA18.0+Lipidomics,TAG52.1.FA16.1+Lipidomics,TAG52.1.FA18.0+Lipidomics,TAG52.1.FA18.1+Lipidomics,TAG52.2.FA18.1+Lipidomics,TAG52.2.FA20.2+Lipidomics,TAG52.3.FA18.1+Lipidomics,TAG52.3.FA18.2+Lipidomics,TAG52.3.FA20.0+Lipidomics,TAG52.4.FA18.2+Lipidomics,TAG52.4.FA20.0+Lipidomics,TAG52.7.FA16.0+Lipidomics,TAG52.7.FA18.1+Lipidomics,TAG52.8.FA16.1+Lipidomics,TAG52.8.FA18.2+Lipidomics,TAG53.1.FA17.0+Lipidomics,TAG53.1.FA18.0+Lipidomics,TAG53.2.FA16.0+Lipidomics,TAG53.2.FA17.0+Lipidomics,TAG53.2.FA18.1+Lipidomics,TAG53.3.FA18.2+Lipidomics,TAG53.4.FA18.2+Lipidomics,TAG54.1.FA18.1+Lipidomics,TAG54.1.FA20.0+Lipidomics,TAG54.2.FA18.1+Lipidomics,TAG54.2.FA20.1+Lipidomics,TAG54.3.FA18.2+Lipidomics,TAG54.3.FA20.2+Lipidomics,TAG54.4.FA18.2+Lipidomics,TAG54.4.FA22.1+Lipidomics,TAG56.3.FA20.1+Lipidomics,TAG56.5.FA22.4+Lipidomics,TAG56.7.FA16.0+Lipidomics,TAG56.8.FA16.0+Lipidomics,TAG56.8.FA18.1+Lipidomics,TAG56.8.FA22.6+Lipidomics,TAG58.10.FA18.2+Lipidomics,TAG58.8.FA18.1+Lipidomics,TAG58.8.FA22.6+Lipidomics,TAG58.9.FA18.1+Lipidomics,TAG58.9.FA18.2+Lipidomics,TAG58.9.FA22.6+Lipidomics,TAG60.12.FA22.6+Lipidomics
117,ZPMBHPS-E14,10.1682,0.4225,0.1864,0.0612,0.0438,0.1046,1.4772,1.4895,1.2798,0.639,0.0685,0.3389,0.0804,0.2416,0.2508,0.2599,0.1229,0.1247,0.8203,0.56,0.1329,10.2181,7.8042,5.8625,4.0058,1.1487,0.1822,0.1178,0.4732,0.1553,0.5435,0.1946,0.1197,0.1759,1.9901,0.306,1.7211,0.9574,0.4851,0.1494,0.8788,5.8351,1.901,26.508,16.3492,10.2816,5.2788,0.3133,0.2183,0.1786,0.3704,1.7882,1.5205,2.1856,1.2237,1.1355,1.2744,1.6293,0.2101,11.7008,23.2408,195.4967,0.3188,127.095,113.3194,0.2444,65.1081,0.2462,0.312,0.1754,0.0699,0.0859,0.4385,0.3805,0.7459,2.7702,5.2774,2.8575,2.3934,1.9851,0.6312,17.7715,1.5265,10.7795,2.1422,30.2959,0.1032,0.681,1.5438,1.9554,0.5632,0.5591,2.2313,0.1631,0.6002,0.9153,0.3083,0.2855,0.6915,0.0927
118,ZPMBHPS-E15,7.3478,0.3472,0.1463,0.0589,0.0364,0.0844,1.1876,1.2632,1.0589,0.5332,0.0589,0.277,0.0873,0.1968,0.1931,0.2114,0.0953,0.1078,0.6753,0.4688,0.1262,8.648,6.6185,5.2019,3.6901,1.0037,0.1521,0.112,0.4521,0.1362,0.4555,0.1793,0.1015,0.1575,1.7099,0.2666,1.5022,0.8863,0.4718,0.1145,0.8052,4.9855,1.615,23.5927,14.7291,9.0667,4.5956,0.2582,0.1843,0.1254,0.3167,1.5962,1.3284,1.8519,1.0747,1.0075,1.0221,1.3664,0.1613,9.9605,20.2394,173.0885,0.2925,115.3137,102.7339,0.2373,62.003,0.2294,0.2758,0.1421,0.061,0.0865,0.3711,0.328,0.6184,2.4415,4.7034,2.5936,2.205,1.7044,0.4889,15.6713,1.3919,9.602,1.8987,27.5331,0.1078,0.5637,1.358,1.7688,0.4768,0.4693,1.7884,0.1671,0.5303,0.8127,0.2737,0.2724,0.5996,0.099
119,ZPF36E2-E11,6.1911,1.1536,0.6384,0.1204,0.1057,0.2194,7.8613,6.5013,3.18,1.3279,0.1699,0.7863,0.2087,0.6074,0.7261,0.4584,0.2188,0.1766,3.7307,2.7447,0.6114,53.2627,32.2161,22.9921,13.1027,3.3207,0.5084,0.2289,0.8015,0.3363,1.396,0.6271,0.2463,0.4809,4.396,0.9477,3.0034,2.1345,1.4489,0.3279,1.3201,27.0523,9.2066,107.148,81.2571,31.3443,11.935,0.8482,0.5371,0.4072,0.6896,4.981,4.1278,4.9332,3.0569,1.3892,5.2099,6.6228,0.8662,50.0017,86.539,627.8988,1.2492,339.2187,278.5791,0.6237,126.1692,0.5017,0.8999,0.4021,0.2261,0.1805,1.0512,0.9202,2.0748,5.7667,11.4013,4.6193,3.5563,5.2971,1.4972,50.2317,5.6964,24.7508,6.6109,63.921,0.2368,1.6339,3.0799,6.6469,2.297,1.1339,12.0829,0.3583,1.8465,5.2532,0.806,0.761,3.5906,0.6457
120,ZPF36E2-E12,5.6449,1.0107,0.6265,0.1283,0.1167,0.2293,6.8142,6.142,3.1952,1.4154,0.1877,0.6975,0.1952,0.6749,0.7104,0.4606,0.2573,0.2327,3.6026,2.4643,0.604,51.658,31.539,24.1168,13.6195,3.4736,0.7186,0.2702,1.0551,0.3453,1.3465,0.6012,0.2464,0.4839,4.5928,1.1172,3.1617,2.2678,1.7457,0.3726,1.4283,25.4366,8.4316,107.5561,92.3868,38.7633,16.0885,0.8776,0.5152,0.3835,0.7561,4.9764,4.3587,5.1442,3.3979,1.9675,5.0501,6.4641,0.924,51.7925,93.0617,715.1758,1.2386,417.0322,339.2554,0.7828,167.9307,0.6149,0.8414,0.4736,0.2737,0.1836,1.1615,0.9008,2.1674,6.7139,13.2298,5.7182,4.5184,5.811,1.5642,57.4199,6.3672,31.0463,7.8958,83.4134,0.3323,1.8767,3.5234,8.7632,3.2587,1.5532,18.2744,0.4961,2.5141,7.238,1.1793,1.0912,5.2916,0.9732
121,ZPF36E2-E13,7.0309,0.8424,0.5341,0.1275,0.0962,0.1877,5.5964,5.0593,2.6713,1.2253,0.164,0.6077,0.1466,0.5747,0.6604,0.431,0.2201,0.2207,2.9401,2.0207,0.4913,43.6129,26.61,20.3323,11.5554,2.9697,0.6002,0.2601,0.913,0.2781,1.1714,0.5208,0.2022,0.4281,3.9146,0.8696,2.7194,1.9923,1.5358,0.3094,1.2844,21.7349,7.3547,92.2758,77.5665,34.8898,14.1694,0.741,0.4919,0.3256,0.6622,4.3525,3.6938,4.4423,2.9407,1.7936,4.3317,5.5697,0.7989,42.8429,79.6822,613.5117,1.1204,368.6766,296.7602,0.7016,151.6451,0.5562,0.7526,0.3783,0.2358,0.1784,0.9646,0.7838,1.8991,5.9208,11.275,5.0895,4.1469,4.9765,1.2612,50.0307,5.5796,26.8,6.74,75.3598,0.3059,1.5995,3.0653,8.1037,2.8857,1.4298,16.2005,0.4739,2.348,6.7904,1.0851,1.0156,4.8073,0.9385
122,ZPF36E2-E14,9.284,0.696,0.4128,0.0955,0.0814,0.1292,4.4747,3.8664,2.0543,0.9275,0.1082,0.5195,0.1374,0.4406,0.502,0.3529,0.1701,0.1696,2.3048,1.583,0.3724,33.7868,21.1266,15.9686,8.8392,2.2351,0.4372,0.1818,0.6784,0.2369,0.8861,0.4206,0.1599,0.366,2.9998,0.6862,2.2069,1.5323,1.1936,0.2588,0.9777,17.4722,5.7311,73.7151,61.7085,26.2134,10.9471,0.5756,0.3943,0.3036,0.5371,3.4336,2.9789,3.4268,2.3545,1.3598,3.5423,4.4469,0.6497,34.6529,63.8369,497.2964,0.8612,290.0394,231.4213,0.5288,117.8118,0.4552,0.5829,0.29,0.1803,0.1253,0.7988,0.6297,1.5119,4.7885,9.3056,4.0526,3.3006,4.0926,1.1614,40.8841,4.5653,21.9312,5.4489,59.6547,0.2266,1.3627,2.5037,6.3867,2.3775,1.1127,12.8338,0.3738,1.8686,5.3095,0.8329,0.7944,3.8133,0.732
123,ZPF36E2-E15,9.2694,0.6964,0.4009,0.0996,0.082,0.1453,4.3721,3.9451,2.2052,0.9546,0.1304,0.5218,0.1485,0.427,0.5132,0.3764,0.1746,0.1736,2.3681,1.6409,0.3934,34.9025,21.8284,16.6902,9.4639,2.4203,0.4802,0.2055,0.789,0.2146,0.8667,0.3849,0.1698,0.3535,3.131,0.7166,2.2898,1.6425,1.2948,0.2646,1.0595,17.7566,5.7989,76.8572,65.2567,28.7245,12.3884,0.5835,0.3945,0.2971,0.5446,3.6544,3.1827,3.7949,2.4639,1.5541,3.55,4.625,0.6942,36.127,67.7286,534.3724,0.9109,318.2041,255.4364,0.5532,131.2524,0.4621,0.5856,0.3226,0.1837,0.14,0.8593,0.6953,1.6009,5.1355,9.786,4.3726,3.6996,4.2225,1.1324,44.3957,4.8746,23.9516,5.7941,65.779,0.238,1.438,2.7813,7.1847,2.6162,1.2277,14.8358,0.4302,2.1328,6.3387,0.961,0.8843,4.4722,0.8204
124,ZPEL6L3-E11,8.4918,2.7495,2.4578,1.0014,0.1188,0.803,5.6502,9.7535,9.6347,4.9862,0.179,0.5686,0.1758,0.5209,0.5031,0.6894,0.2602,0.3394,2.2004,1.5243,0.3863,27.4355,23.6611,15.6886,12.0965,3.3508,0.5528,1.062,4.1029,0.1895,0.6223,0.2514,0.1467,0.4013,2.381,0.5831,2.1054,1.1962,0.7585,0.2938,1.0927,7.2662,2.4594,35.0015,22.0908,22.4044,11.2066,0.3148,0.1932,0.1669,0.3633,1.8726,1.4229,2.0407,1.1909,1.098,1.2576,1.5501,0.2085,11.0939,21.3476,179.4605,0.4142,116.4841,98.3082,0.2291,57.0802,0.2348,0.3075,0.1859,0.0885,0.0881,0.3318,0.278,0.7347,1.9886,4.1752,2.1143,1.9098,1.8795,0.5205,16.7263,1.5481,10.2093,1.8997,30.6623,0.1245,0.6878,0.8737,1.0701,0.3459,0.371,1.2176,0.1204,0.3334,0.5496,0.177,0.1887,0.491,0.0396
125,ZPEL6L3-E12,8.5735,2.3984,2.3834,0.9454,0.142,0.773,5.3543,9.4774,9.5196,4.8321,0.1946,0.5376,0.1524,0.5952,0.5439,0.7149,0.293,0.3774,2.2487,1.5156,0.387,28.4602,25.0435,16.7052,12.6347,3.5375,0.636,1.0461,4.1,0.1978,0.6405,0.2654,0.142,0.426,2.4451,0.6206,2.3217,1.3242,0.8451,0.3257,1.1218,7.5136,2.5481,37.9884,25.8224,26.1748,12.7327,0.3543,0.2028,0.1619,0.4305,2.0432,1.5918,2.2446,1.3419,1.2593,1.2874,1.7197,0.2395,12.2799,24.4379,208.4107,0.4881,136.3513,113.197,0.2749,66.8039,0.2726,0.352,0.2082,0.0889,0.0993,0.3625,0.3103,0.8501,2.4569,4.8249,2.466,2.2269,1.9797,0.5498,18.5796,1.6558,11.7487,2.1643,36.2179,0.1288,0.7453,0.9789,1.301,0.3942,0.4028,1.5165,0.1266,0.4114,0.6315,0.1969,0.2046,0.5298,0.0474
126,ZPEL6L3-E13,40.2429,1.7765,1.8712,0.6814,0.1022,0.5704,4.1467,7.7636,7.8012,3.9185,0.1423,0.4896,0.1561,0.5924,0.504,0.6902,0.304,0.3335,1.942,1.2901,0.3905,25.8879,22.874,15.4175,11.2696,3.2991,0.6689,0.8068,3.4201,0.1755,0.598,0.2307,0.1417,0.4169,2.3432,0.62,2.2003,1.2594,0.8155,0.3003,1.1716,6.5024,2.1062,35.3327,26.1336,26.4182,13.3527,0.2959,0.1912,0.1567,0.3724,1.8404,1.5841,2.2084,1.5001,1.3521,1.1114,1.4775,0.2558,11.7034,24.2223,207.3937,0.4325,137.6916,113.2992,0.2915,67.5794,0.2852,0.321,0.173,0.0921,0.0821,0.3981,0.3003,0.7804,2.5582,4.9327,2.5632,2.3288,1.9194,0.4745,18.879,1.6286,11.9172,2.1564,36.9588,0.1479,0.7566,1.0067,1.4192,0.425,0.4557,1.5559,0.1153,0.4701,0.7861,0.2601,0.2382,0.6181,0.062
127,ZPEL6L3-E14,7.5652,1.6252,1.7234,0.6526,0.1005,0.4963,3.8696,7.1441,7.2264,3.6287,0.1426,0.4291,0.1586,0.5283,0.4561,0.6174,0.2678,0.3185,1.7956,1.1119,0.3272,23.6539,21.0951,14.2361,10.4388,3.0383,0.6714,0.835,3.1959,0.1554,0.553,0.2217,0.1307,0.3908,2.1868,0.5535,2.1219,1.2193,0.8715,0.2792,1.0877,6.141,1.9592,32.8574,24.9528,25.7539,12.8125,0.2591,0.1792,0.128,0.356,1.7408,1.3669,2.0685,1.2618,1.2792,1.0182,1.3487,0.2271,10.5832,22.6686,197.7758,0.4045,133.4403,108.0444,0.2756,65.3885,0.2715,0.292,0.1558,0.0868,0.0946,0.3716,0.3012,0.6874,2.3102,4.6872,2.4638,2.297,1.7266,0.4689,16.8983,1.5251,11.0046,2.0726,34.6293,0.138,0.7047,0.9698,1.3724,0.3862,0.4378,1.4762,0.1147,0.3976,0.691,0.1929,0.2102,0.5256,0.0416
128,ZPEL6L3-E15,5.1029,1.3254,1.4079,0.5132,0.0889,0.4419,3.0846,5.9875,6.0261,2.9875,0.1271,0.3573,0.134,0.4746,0.4449,0.5699,0.3131,0.3024,1.6316,0.9938,0.3221,21.4967,18.998,13.5302,9.849,2.8634,0.6073,0.6936,2.6968,0.1538,0.5381,0.2079,0.1164,0.344,2.1307,0.5674,2.1139,1.2404,0.9251,0.2933,1.0467,5.7431,1.8356,31.4608,25.2221,25.0344,12.3843,0.2495,0.1744,0.1228,0.3569,1.6797,1.4057,2.0117,1.2176,1.3104,0.9822,1.2812,0.2203,10.4224,22.0791,197.0576,0.3951,135.9637,110.9456,0.2701,67.8019,0.2491,0.2448,0.1666,0.0958,0.0898,0.3466,0.2753,0.6829,2.3115,4.7299,2.4618,2.2857,1.675,0.4282,16.8664,1.4697,10.833,2.0633,34.7443,0.1331,0.6794,0.9612,1.3675,0.4261,0.411,1.5556,0.1271,0.4054,0.7361,0.1808,0.2122,0.5652,0.0498
129,ZPDABJR-E11,10.6825,0.2523,0.0629,0.0301,0.0255,0.0721,0.8697,0.5776,0.5506,0.2473,0.0326,0.255,0.049,0.1188,0.1347,0.12,0.0448,0.0679,0.4136,0.3056,0.0494,5.2461,3.5307,2.1305,1.6151,0.3137,0.0444,0.0413,0.1076,0.1138,0.3727,0.1771,0.0799,0.0644,1.34,0.1428,1.088,0.5355,0.2566,0.0424,0.5255,5.1627,1.7034,23.1947,8.3828,3.4531,1.3678,0.2122,0.1277,0.0818,0.262,1.0946,1.0356,1.2501,0.6779,0.4429,0.8913,1.2481,0.1061,8.1683,15.7533,126.6955,0.1651,66.7051,59.9435,0.1605,26.4503,0.1076,0.1848,0.1026,0.037,0.0548,0.2573,0.2149,0.4422,1.4206,2.6799,1.1563,0.9939,1.3616,0.4364,11.1616,0.9727,5.6504,0.7635,14.6587,0.0617,0.4676,0.6929,2.7903,1.1197,0.5197,6.0544,0.2805,1.3778,4.1731,0.6586,0.5706,2.9369,0.7443
130,ZPDABJR-E12,8.8732,0.0958,0.0332,0.0387,0.0216,0.0313,0.5936,0.4129,0.2877,0.1161,0.0418,0.2031,0.0423,0.0924,0.1327,0.0974,0.0388,0.0556,0.2947,0.1828,0.0468,4.3105,2.758,1.7258,1.2457,0.2491,0.0406,0.0452,0.0821,0.0924,0.3051,0.1517,0.0651,0.0526,1.1408,0.1132,0.9667,0.4941,0.2201,0.0361,0.4378,4.2948,1.2101,20.9424,7.5913,2.8998,1.1239,0.1559,0.1115,0.0871,0.2338,0.9526,0.9597,1.1305,0.6032,0.3942,0.7429,0.9294,0.0887,6.9268,14.0732,119.4952,0.136,60.9787,54.7794,0.1351,23.3936,0.092,0.1778,0.0949,0.0299,0.0375,0.2193,0.1828,0.398,1.3303,2.4645,1.077,0.9385,1.0824,0.415,9.3457,0.8971,4.7922,0.7296,12.5995,0.0431,0.3926,0.7076,2.673,0.9941,0.529,5.6458,0.255,1.2532,3.8599,0.6015,0.5787,2.8807,0.7586
131,ZPDABJR-E13,11.0767,0.0831,0.0258,0.011440106,0.0218,0.0245,0.435,0.3133,0.247,0.1034,0.0234,0.1781,0.04,0.0673,0.1085,0.0879,0.0299,0.0374,0.2318,0.1559,0.0349,3.3212,2.0473,1.2871,0.8694,0.2219,0.0302,0.0393,0.066,0.0879,0.2689,0.1369,0.058,0.0403,0.9061,0.0963,0.7277,0.3796,0.1871,0.0319,0.3452,3.5427,0.9918,16.6017,5.923,2.2264,0.8259,0.1501,0.0998,0.0641,0.1816,0.8324,0.7934,0.8978,0.4762,0.3207,0.6749,0.8495,0.084,5.762,11.6792,97.2714,0.1285,49.4457,44.1114,0.0931,18.5331,0.0799,0.151,0.0918,0.0234,0.0407,0.2032,0.1484,0.3152,1.1386,2.0708,0.8797,0.7963,0.9374,0.3938,8.1767,0.7506,4.0624,0.6298,10.9328,0.0367,0.3381,0.6157,2.2312,0.8733,0.4527,4.8852,0.2396,1.1306,3.525,0.5406,0.4952,2.5767,0.6868
132,ZPDABJR-E14,13.0258,0.1083,0.038,0.008837955,0.0215,0.027,0.4997,0.3745,0.2613,0.1213,0.0281,0.1973,0.0387,0.0841,0.1094,0.0999,0.0317,0.0492,0.2413,0.1748,0.0419,3.6153,2.2451,1.4795,1.009,0.2247,0.0309,0.0397,0.0753,0.0812,0.2965,0.1168,0.0471,0.0426,1.0466,0.1101,0.8134,0.4438,0.2121,0.0397,0.3784,3.9592,1.163,18.2083,6.4041,2.3658,0.9316,0.1467,0.1037,0.0696,0.1896,0.8898,0.8813,1.0301,0.5535,0.3552,0.7466,0.9327,0.0879,6.2501,12.4805,103.08,0.1319,52.7592,47.2596,0.1052,20.2125,0.0812,0.1533,0.1034,0.0246,0.0429,0.1994,0.1537,0.3886,1.2207,2.2089,0.946,0.8581,1.0044,0.4048,8.7069,0.7702,4.4016,0.6598,11.5074,0.0507,0.3552,0.6464,2.4058,1.0237,0.5191,5.3709,0.2543,1.208,3.661,0.5409,0.531,2.6897,0.7276
133,ZPDABJR-E15,8.8453,0.134,0.0367,0.0209,0.0236,0.0363,0.667,0.4697,0.332,0.1521,0.0298,0.2265,0.0397,0.1086,0.1226,0.1158,0.037,0.0534,0.3097,0.2162,0.0422,4.6576,2.9254,1.86,1.3211,0.2847,0.0305,0.0421,0.0994,0.1021,0.3375,0.1453,0.0569,0.0719,1.1244,0.1093,0.9987,0.4851,0.2141,0.0404,0.4731,4.4181,1.3553,20.5884,7.0979,2.8521,1.1384,0.16,0.1117,0.0798,0.21,1.0251,0.9545,1.0829,0.6105,0.3779,0.7373,0.938,0.1038,6.8725,13.4082,108.7918,0.1525,56.6683,50.7321,0.112,21.7124,0.097,0.1648,0.1052,0.0291,0.0562,0.2097,0.1525,0.3734,1.2868,2.344,0.9857,0.8798,1.0583,0.3854,8.6622,0.8349,4.4534,0.6859,11.4044,0.0397,0.344,0.615,2.3831,0.9456,0.4923,4.9687,0.2504,1.0734,3.1992,0.5499,0.4457,2.3742,0.6502
134,ZJBOZ2X-E11,6.0567,0.3273,0.1605,0.1011,0.016460786,0.1173,0.901,1.218,1.1405,0.9128,0.031,0.1673,0.053,0.1178,0.1089,0.1565,0.0741,0.0972,0.5109,0.3646,0.0775,7.0589,5.4792,4.7146,4.0305,0.7739,0.1732,0.1536,1.1542,0.0923,0.2684,0.107,0.0641,0.1006,1.0831,0.1884,0.9928,0.717,0.4245,0.0942,0.7082,4.7087,1.459,22.9666,16.1663,12.7688,8.5189,0.183,0.1021,0.0972,0.2787,1.0826,0.9388,1.3,0.9933,1.5606,1.0757,1.5326,0.1968,11.1449,23.6846,208.424,0.1963,172.8386,154.9767,0.3632,111.4155,0.4005,0.1875,0.1178,0.0471,0.0883,0.3278,0.2321,0.4804,2.2054,4.1935,2.8169,2.9254,2.0744,0.4775,20.743,1.2136,16.2787,1.5439,52.6256,0.1723,0.6228,0.9722,3.4392,1.5223,0.7847,7.5173,0.475,1.2627,3.3322,0.7783,0.7749,3.0922,0.5226
135,ZJBOZ2X-E12,47.5516,0.2288,0.0901,0.0802,0.042661889,0.0822,0.8745,0.9876,0.7857,0.5293,0.036,0.1854,0.0505,0.1368,0.1539,0.1552,0.0709,0.1078,0.4616,0.3057,0.069,6.307,4.794,3.8327,3.1029,0.6575,0.1322,0.1276,0.6733,0.0914,0.2939,0.1032,0.0592,0.0947,1.0915,0.1453,0.9455,0.6884,0.3577,0.0822,0.6483,4.6092,1.3039,22.5636,15.5978,10.6374,6.5286,0.1894,0.117,0.1013,0.2551,1.1217,1.0238,1.3302,0.9922,1.2953,1.0205,1.3959,0.2157,10.6394,22.154,203.1571,0.1782,159.6143,143.7876,0.3413,97.2597,0.3978,0.171,0.1256,0.0526,0.0763,0.3301,0.2347,0.743,2.2106,4.1858,2.6985,2.6617,1.9252,0.5339,19.994,1.4433,14.6464,1.4768,45.9781,0.1769,0.6154,1.054,3.2567,1.4038,0.8134,7.1249,0.453,1.2467,3.1844,0.6786,0.7022,2.8997,0.5201
136,ZJBOZ2X-E13,10.0806,0.1385,0.0728,0.0257,0.039139781,0.0716,0.66,0.7387,0.596,0.3734,0.0248,0.1431,0.0425,0.1069,0.1048,0.1153,0.0615,0.0897,0.375,0.2294,0.0661,5.5524,3.9975,3.3325,2.6821,0.5767,0.1246,0.0825,0.4378,0.0817,0.2467,0.0977,0.056,0.0825,1.0148,0.1263,0.8023,0.5788,0.3599,0.0741,0.5678,4.0072,1.1525,20.3445,14.1098,9.2991,5.7801,0.1789,0.1014,0.077,0.2576,0.929,0.8625,1.1298,0.8355,1.2135,0.9185,1.1685,0.1684,9.334,20.278,183.2222,0.1536,144.0936,130.5824,0.2925,87.8924,0.3355,0.1536,0.0943,0.0408,0.0682,0.2728,0.2004,0.4373,1.8706,3.5526,2.3997,2.3765,1.6509,0.4264,17.1544,1.0776,12.8698,1.2897,41.0948,0.1482,0.5598,0.9218,3.0938,1.3095,0.7042,6.5083,0.3797,1.0738,2.9174,0.6465,0.6423,2.8918,0.4466
137,ZJBOZ2X-E14,10.0985,0.1676,0.0817,0.0403,0.056697303,0.0498,0.7099,0.8566,0.6538,0.4741,0.032,0.1703,0.0445,0.1252,0.1111,0.1346,0.0634,0.0901,0.3955,0.2719,0.0718,6.1604,4.4771,3.8485,2.983,0.6067,0.1221,0.1095,0.5517,0.0875,0.2504,0.0854,0.0546,0.0822,1.0567,0.1598,0.8848,0.6454,0.35,0.0754,0.6161,4.2466,1.1746,21.463,15.2178,9.8155,6.3023,0.1383,0.121,0.076,0.2578,1.0137,0.9163,1.2406,0.8414,1.2851,0.9158,1.2437,0.1876,9.9418,21.3667,194.9844,0.164,153.1464,138.5068,0.3348,94.8127,0.3751,0.1682,0.0964,0.0498,0.0828,0.2949,0.231,0.4605,2.1244,3.9318,2.545,2.5587,1.8483,0.4427,18.995,1.1505,14.0805,1.4302,44.7424,0.143,0.6088,0.9671,3.2806,1.3558,0.8152,6.9415,0.4092,1.2023,3.092,0.7072,0.723,3.0265,0.4584
138,ZJBOZ2X-E15,10.8512,0.1314,0.0622,0.0397,0.021125682,0.0482,0.5656,0.6181,0.541,0.3373,0.0234,0.1327,0.0451,0.0942,0.1113,0.1222,0.0507,0.0727,0.3789,0.216,0.0661,5.405,3.8389,3.3658,2.6894,0.5445,0.1135,0.1016,0.4644,0.0859,0.2186,0.0911,0.0482,0.0775,0.973,0.1187,0.8337,0.598,0.3452,0.0692,0.5857,3.9567,1.1241,20.4206,14.33,8.6976,5.4567,0.1573,0.1065,0.0626,0.2164,0.9357,0.778,1.0742,0.8096,1.114,0.8805,1.2056,0.1687,9.0257,19.9273,177.6021,0.1538,140.267,127.0482,0.2904,84.7883,0.2966,0.1468,0.0977,0.0383,0.0622,0.2567,0.2142,0.4153,1.8631,3.5344,2.3853,2.2456,1.521,0.3912,16.4441,0.9874,12.0953,1.2713,39.0858,0.1411,0.4994,0.8595,2.9058,1.2652,0.6825,5.9841,0.3868,1.0505,2.8282,0.6352,0.644,2.6723,0.4486
139,ZLTUJTN-E11,6.7739,2.3551,0.8878,0.2041,0.3168,0.4938,13.9078,8.4154,5.3109,2.789,0.4584,2.6043,0.4455,1.3816,1.5065,1.202,0.5756,0.6483,5.75,4.1166,0.602,72.8066,46.9018,33.829,26.7894,4.689,0.5904,0.3303,1.325,0.9889,3.8031,1.5014,0.7629,0.8305,11.7395,1.578,9.1584,5.5819,2.3744,0.6554,5.3572,47.912,16.4818,199.8348,81.6553,39.0246,20.3145,1.6231,1.0758,0.864,1.3765,9.6451,7.8514,10.2297,5.9283,4.3188,6.9243,8.8622,0.931,59.5201,103.4558,707.5546,1.9263,491.2123,445.2656,1.0269,264.3861,1.0475,1.6257,0.9039,0.3032,0.4693,1.56,1.4415,2.5856,8.1772,15.5341,8.8165,6.7434,6.8477,1.6327,55.8567,6.2219,36.7816,6.1749,86.4209,0.2929,1.6746,4.0728,13.4437,6.2283,1.446,33.1556,0.8067,3.0582,10.5915,1.484,1.6334,8.2725,1.8072
